"","Genotype","ROI","Regressor","Decay.time"
"63","iav",1,"Angle.LH_leg.th_ta",0.95
"64","iav",1,"Angle.RF_leg.yaw",0.95
"65","iav",1,"Angle.RF_leg.pitch",0.25
"66","iav",1,"Angle.RF_leg.roll",0.95
"67","iav",1,"Angle.RF_leg.th_fe",0.95
"68","iav",1,"Angle.RF_leg.th_ti",0.25
"69","iav",1,"Angle.RF_leg.roll_tr",0.95
"70","iav",1,"Angle.RF_leg.th_ta",0.95
"71","iav",1,"Angle.RM_leg.yaw",0.95
"72","iav",1,"Angle.RM_leg.pitch",0.25
"73","iav",1,"Angle.RM_leg.roll",0.25
"74","iav",1,"Angle.RM_leg.th_fe",0.25
"75","iav",1,"Angle.RM_leg.th_ti",0.25
"76","iav",1,"Angle.RM_leg.roll_tr",0.95
"77","iav",1,"Angle.RM_leg.th_ta",0.95
"78","iav",1,"Angle.RH_leg.yaw",0.95
"79","iav",1,"Angle.RH_leg.pitch",0.25
"80","iav",1,"Angle.RH_leg.roll",0.25
"81","iav",1,"Angle.RH_leg.th_fe",0.25
"82","iav",1,"Angle.RH_leg.th_ti",0.25
"83","iav",1,"Angle.RH_leg.roll_tr",0.95
"84","iav",1,"Angle.RH_leg.th_ta",0.95
"85","iav",2,"Angle.LF_leg.yaw",0.95
"86","iav",2,"Angle.LF_leg.pitch",0.25
"87","iav",2,"Angle.LF_leg.roll",0.3
"88","iav",2,"Angle.LF_leg.th_fe",0.25
"89","iav",2,"Angle.LF_leg.th_ti",0.25
"90","iav",2,"Angle.LF_leg.roll_tr",0.95
"91","iav",2,"Angle.LF_leg.th_ta",0.95
"92","iav",2,"Angle.LM_leg.yaw",0.95
"93","iav",2,"Angle.LM_leg.pitch",0.95
"94","iav",2,"Angle.LM_leg.roll",0.25
"95","iav",2,"Angle.LM_leg.th_fe",0.25
"96","iav",2,"Angle.LM_leg.th_ti",0.95
"97","iav",2,"Angle.LM_leg.roll_tr",0.95
"98","iav",2,"Angle.LM_leg.th_ta",0.8
"99","iav",2,"Angle.LH_leg.yaw",0.95
"100","iav",2,"Angle.LH_leg.pitch",0.25
"101","iav",2,"Angle.LH_leg.roll",0.25
"102","iav",2,"Angle.LH_leg.th_fe",0.25
"103","iav",2,"Angle.LH_leg.th_ti",0.25
"104","iav",2,"Angle.LH_leg.roll_tr",0.95
"105","iav",2,"Angle.LH_leg.th_ta",0.95
"106","iav",2,"Angle.RF_leg.yaw",0.5
"107","iav",2,"Angle.RF_leg.pitch",0.25
"108","iav",2,"Angle.RF_leg.roll",0.95
"109","iav",2,"Angle.RF_leg.th_fe",0.25
"110","iav",2,"Angle.RF_leg.th_ti",0.25
"111","iav",2,"Angle.RF_leg.roll_tr",0.95
"112","iav",2,"Angle.RF_leg.th_ta",0.25
"113","iav",2,"Angle.RM_leg.yaw",0.25
"114","iav",2,"Angle.RM_leg.pitch",0.5
"115","iav",2,"Angle.RM_leg.roll",0.3
"116","iav",2,"Angle.RM_leg.th_fe",0.25
"117","iav",2,"Angle.RM_leg.th_ti",0.95
"118","iav",2,"Angle.RM_leg.roll_tr",0.25
"119","iav",2,"Angle.RM_leg.th_ta",0.95
"120","iav",2,"Angle.RH_leg.yaw",0.95
"121","iav",2,"Angle.RH_leg.pitch",0.25
"122","iav",2,"Angle.RH_leg.roll",0.95
"123","iav",2,"Angle.RH_leg.th_fe",0.25
"124","iav",2,"Angle.RH_leg.th_ti",0.25
"125","iav",2,"Angle.RH_leg.roll_tr",0.25
"126","iav",2,"Angle.RH_leg.th_ta",0.95
"127","MAN",0,"Angle.LF_leg.yaw",0.95
"128","MAN",0,"Angle.LF_leg.pitch",0.55
"129","MAN",0,"Angle.LF_leg.roll",0.95
"130","MAN",0,"Angle.LF_leg.th_fe",0.25
"131","MAN",0,"Angle.LF_leg.th_ti",0.95
"132","MAN",0,"Angle.LF_leg.roll_tr",0.95
"133","MAN",0,"Angle.LF_leg.th_ta",0.25
"134","MAN",0,"Angle.LM_leg.yaw",0.25
"135","MAN",0,"Angle.LM_leg.pitch",0.5
"136","MAN",0,"Angle.LM_leg.roll",0.25
"137","MAN",0,"Angle.LM_leg.th_fe",0.95
"138","MAN",0,"Angle.LM_leg.th_ti",0.65
"139","MAN",0,"Angle.LM_leg.roll_tr",0.25
"140","MAN",0,"Angle.LM_leg.th_ta",0.95
"141","MAN",0,"Angle.LH_leg.yaw",0.95
"142","MAN",0,"Angle.LH_leg.pitch",0.95
"143","MAN",0,"Angle.LH_leg.roll",0.25
"144","MAN",0,"Angle.LH_leg.th_fe",0.25
"145","MAN",0,"Angle.LH_leg.th_ti",0.7
"146","MAN",0,"Angle.LH_leg.roll_tr",0.25
"147","MAN",0,"Angle.LH_leg.th_ta",0.25
"148","MAN",0,"Angle.RF_leg.yaw",0.95
"149","MAN",0,"Angle.RF_leg.pitch",0.95
"150","MAN",0,"Angle.RF_leg.roll",0.95
"151","MAN",0,"Angle.RF_leg.th_fe",0.4
"152","MAN",0,"Angle.RF_leg.th_ti",0.4
"153","MAN",0,"Angle.RF_leg.roll_tr",0.95
"154","MAN",0,"Angle.RF_leg.th_ta",0.95
"155","MAN",0,"Angle.RM_leg.yaw",0.95
"156","MAN",0,"Angle.RM_leg.pitch",0.95
"157","MAN",0,"Angle.RM_leg.roll",0.95
"158","MAN",0,"Angle.RM_leg.th_fe",0.55
"159","MAN",0,"Angle.RM_leg.th_ti",0.25
"160","MAN",0,"Angle.RM_leg.roll_tr",0.95
"161","MAN",0,"Angle.RM_leg.th_ta",0.95
"162","MAN",0,"Angle.RH_leg.yaw",0.3
"163","MAN",0,"Angle.RH_leg.pitch",0.95
"164","MAN",0,"Angle.RH_leg.roll",0.9
"165","MAN",0,"Angle.RH_leg.th_fe",0.95
"166","MAN",0,"Angle.RH_leg.th_ti",0.45
"167","MAN",0,"Angle.RH_leg.roll_tr",0.95
"168","MAN",0,"Angle.RH_leg.th_ta",0.95
"169","MAN",1,"Angle.LF_leg.yaw",0.95
"170","MAN",1,"Angle.LF_leg.pitch",0.25
"171","MAN",1,"Angle.LF_leg.roll",0.6
"172","MAN",1,"Angle.LF_leg.th_fe",0.95
"173","MAN",1,"Angle.LF_leg.th_ti",0.25
"174","MAN",1,"Angle.LF_leg.roll_tr",0.95
"175","MAN",1,"Angle.LF_leg.th_ta",0.25
"176","MAN",1,"Angle.LM_leg.yaw",0.95
"177","MAN",1,"Angle.LM_leg.pitch",0.25
"178","MAN",1,"Angle.LM_leg.roll",0.25
"179","MAN",1,"Angle.LM_leg.th_fe",0.95
"180","MAN",1,"Angle.LM_leg.th_ti",0.95
"181","MAN",1,"Angle.LM_leg.roll_tr",0.25
"182","MAN",1,"Angle.LM_leg.th_ta",0.95
"183","MAN",1,"Angle.LH_leg.yaw",0.95
"184","MAN",1,"Angle.LH_leg.pitch",0.6
"185","MAN",1,"Angle.LH_leg.roll",0.25
"186","MAN",1,"Angle.LH_leg.th_fe",0.25
"187","MAN",1,"Angle.LH_leg.th_ti",0.25
"188","MAN",1,"Angle.LH_leg.roll_tr",0.95
"189","MAN",1,"Angle.LH_leg.th_ta",0.25
"190","MAN",1,"Angle.RF_leg.yaw",0.3
"191","MAN",1,"Angle.RF_leg.pitch",0.85
"192","MAN",1,"Angle.RF_leg.roll",0.95
"193","MAN",1,"Angle.RF_leg.th_fe",0.95
"194","MAN",1,"Angle.RF_leg.th_ti",0.95
"195","MAN",1,"Angle.RF_leg.roll_tr",0.95
"196","MAN",1,"Angle.RF_leg.th_ta",0.95
"197","MAN",1,"Angle.RM_leg.yaw",0.95
"198","MAN",1,"Angle.RM_leg.pitch",0.95
"199","MAN",1,"Angle.RM_leg.roll",0.75
"200","MAN",1,"Angle.RM_leg.th_fe",0.25
"201","MAN",1,"Angle.RM_leg.th_ti",0.25
"202","MAN",1,"Angle.RM_leg.roll_tr",0.95
"203","MAN",1,"Angle.RM_leg.th_ta",0.95
"204","MAN",1,"Angle.RH_leg.yaw",0.25
"205","MAN",1,"Angle.RH_leg.pitch",0.95
"206","MAN",1,"Angle.RH_leg.roll",0.45
"207","MAN",1,"Angle.RH_leg.th_fe",0.95
"208","MAN",1,"Angle.RH_leg.th_ti",0.3
"209","MAN",1,"Angle.RH_leg.roll_tr",0.95
"210","MAN",1,"Angle.RH_leg.th_ta",0.95
"211","R30A08",0,"Angle.LF_leg.yaw",0.25
"212","R30A08",0,"Angle.LF_leg.pitch",0.7
"213","R30A08",0,"Angle.LF_leg.roll",0.45
"214","R30A08",0,"Angle.LF_leg.th_fe",0.25
"215","R30A08",0,"Angle.LF_leg.th_ti",0.9
"216","R30A08",0,"Angle.LF_leg.roll_tr",0.5
"217","R30A08",0,"Angle.LF_leg.th_ta",0.65
"218","R30A08",0,"Angle.LM_leg.yaw",0.35
"219","R30A08",0,"Angle.LM_leg.pitch",0.25
"220","R30A08",0,"Angle.LM_leg.roll",0.25
"221","R30A08",0,"Angle.LM_leg.th_fe",0.25
"222","R30A08",0,"Angle.LM_leg.th_ti",0.25
"223","R30A08",0,"Angle.LM_leg.roll_tr",0.25
"224","R30A08",0,"Angle.LM_leg.th_ta",0.95
"225","R30A08",0,"Angle.LH_leg.yaw",0.95
"226","R30A08",0,"Angle.LH_leg.pitch",0.95
"227","R30A08",0,"Angle.LH_leg.roll",0.95
"228","R30A08",0,"Angle.LH_leg.th_fe",0.6
"229","R30A08",0,"Angle.LH_leg.th_ti",0.25
"230","R30A08",0,"Angle.LH_leg.roll_tr",0.95
"231","R30A08",0,"Angle.LH_leg.th_ta",0.25
"232","R30A08",0,"Angle.RF_leg.yaw",0.8
"233","R30A08",0,"Angle.RF_leg.pitch",0.25
"234","R30A08",0,"Angle.RF_leg.roll",0.25
"235","R30A08",0,"Angle.RF_leg.th_fe",0.25
"236","R30A08",0,"Angle.RF_leg.th_ti",0.25
"237","R30A08",0,"Angle.RF_leg.roll_tr",0.25
"238","R30A08",0,"Angle.RF_leg.th_ta",0.3
"239","R30A08",0,"Angle.RM_leg.yaw",0.25
"240","R30A08",0,"Angle.RM_leg.pitch",0.45
"241","R30A08",0,"Angle.RM_leg.roll",0.7
"242","R30A08",0,"Angle.RM_leg.th_fe",0.8
"243","R30A08",0,"Angle.RM_leg.th_ti",0.95
"244","R30A08",0,"Angle.RM_leg.roll_tr",0.95
"245","R30A08",0,"Angle.RM_leg.th_ta",0.25
"246","R30A08",0,"Angle.RH_leg.yaw",0.25
"247","R30A08",0,"Angle.RH_leg.pitch",0.5
"248","R30A08",0,"Angle.RH_leg.roll",0.85
"249","R30A08",0,"Angle.RH_leg.th_fe",0.85
"250","R30A08",0,"Angle.RH_leg.th_ti",0.95
"251","R30A08",0,"Angle.RH_leg.roll_tr",0.25
"252","R30A08",0,"Angle.RH_leg.th_ta",0.4
"253","R30A08",1,"Angle.LF_leg.yaw",0.25
"254","R30A08",1,"Angle.LF_leg.pitch",0.95
"255","R30A08",1,"Angle.LF_leg.roll",0.25
"256","R30A08",1,"Angle.LF_leg.th_fe",0.25
"257","R30A08",1,"Angle.LF_leg.th_ti",0.95
"258","R30A08",1,"Angle.LF_leg.roll_tr",0.3
"259","R30A08",1,"Angle.LF_leg.th_ta",0.35
"260","R30A08",1,"Angle.LM_leg.yaw",0.95
"261","R30A08",1,"Angle.LM_leg.pitch",0.25
"262","R30A08",1,"Angle.LM_leg.roll",0.25
"263","R30A08",1,"Angle.LM_leg.th_fe",0.85
"264","R30A08",1,"Angle.LM_leg.th_ti",0.95
"265","R30A08",1,"Angle.LM_leg.roll_tr",0.25
"266","R30A08",1,"Angle.LM_leg.th_ta",0.25
"267","R30A08",1,"Angle.LH_leg.yaw",0.5
"268","R30A08",1,"Angle.LH_leg.pitch",0.25
"269","R30A08",1,"Angle.LH_leg.roll",0.25
"270","R30A08",1,"Angle.LH_leg.th_fe",0.95
"271","R30A08",1,"Angle.LH_leg.th_ti",0.95
"272","R30A08",1,"Angle.LH_leg.roll_tr",0.85
"273","R30A08",1,"Angle.LH_leg.th_ta",0.95
"274","R30A08",1,"Angle.RF_leg.yaw",0.5
"275","R30A08",1,"Angle.RF_leg.pitch",0.95
"276","R30A08",1,"Angle.RF_leg.roll",0.25
"277","R30A08",1,"Angle.RF_leg.th_fe",0.25
"278","R30A08",1,"Angle.RF_leg.th_ti",0.95
"279","R30A08",1,"Angle.RF_leg.roll_tr",0.25
"280","R30A08",1,"Angle.RF_leg.th_ta",0.45
"281","R30A08",1,"Angle.RM_leg.yaw",0.95
"282","R30A08",1,"Angle.RM_leg.pitch",0.95
"283","R30A08",1,"Angle.RM_leg.roll",0.25
"284","R30A08",1,"Angle.RM_leg.th_fe",0.95
"285","R30A08",1,"Angle.RM_leg.th_ti",0.95
"286","R30A08",1,"Angle.RM_leg.roll_tr",0.95
"287","R30A08",1,"Angle.RM_leg.th_ta",0.95
"288","R30A08",1,"Angle.RH_leg.yaw",0.95
"289","R30A08",1,"Angle.RH_leg.pitch",0.95
"290","R30A08",1,"Angle.RH_leg.roll",0.95
"291","R30A08",1,"Angle.RH_leg.th_fe",0.95
"292","R30A08",1,"Angle.RH_leg.th_ti",0.95
"293","R30A08",1,"Angle.RH_leg.roll_tr",0.25
"294","R30A08",1,"Angle.RH_leg.th_ta",0.95
"295","R36G04",0,"Angle.LF_leg.yaw",0.25
"296","R36G04",0,"Angle.LF_leg.pitch",0.95
"297","R36G04",0,"Angle.LF_leg.roll",0.95
"298","R36G04",0,"Angle.LF_leg.th_fe",0.95
"299","R36G04",0,"Angle.LF_leg.th_ti",0.95
"300","R36G04",0,"Angle.LF_leg.roll_tr",0.25
"301","R36G04",0,"Angle.LF_leg.th_ta",0.25
"302","R36G04",0,"Angle.LM_leg.yaw",0.4
"303","R36G04",0,"Angle.LM_leg.pitch",0.25
"304","R36G04",0,"Angle.LM_leg.roll",0.5
"305","R36G04",0,"Angle.LM_leg.th_fe",0.95
"306","R36G04",0,"Angle.LM_leg.th_ti",0.95
"307","R36G04",0,"Angle.LM_leg.roll_tr",0.95
"308","R36G04",0,"Angle.LM_leg.th_ta",0.95
"309","R36G04",0,"Angle.LH_leg.yaw",0.95
"310","R36G04",0,"Angle.LH_leg.pitch",0.95
"311","R36G04",0,"Angle.LH_leg.roll",0.95
"312","R36G04",0,"Angle.LH_leg.th_fe",0.95
"313","R36G04",0,"Angle.LH_leg.th_ti",0.95
"314","R36G04",0,"Angle.LH_leg.roll_tr",0.7
"315","R36G04",0,"Angle.LH_leg.th_ta",0.95
"316","R36G04",0,"Angle.RF_leg.yaw",0.95
"317","R36G04",0,"Angle.RF_leg.pitch",0.95
"318","R36G04",0,"Angle.RF_leg.roll",0.95
"319","R36G04",0,"Angle.RF_leg.th_fe",0.95
"320","R36G04",0,"Angle.RF_leg.th_ti",0.45
"321","R36G04",0,"Angle.RF_leg.roll_tr",0.25
"322","R36G04",0,"Angle.RF_leg.th_ta",0.25
"323","R36G04",0,"Angle.RM_leg.yaw",0.95
"324","R36G04",0,"Angle.RM_leg.pitch",0.95
"325","R36G04",0,"Angle.RM_leg.roll",0.25
"326","R36G04",0,"Angle.RM_leg.th_fe",0.95
"327","R36G04",0,"Angle.RM_leg.th_ti",0.95
"328","R36G04",0,"Angle.RM_leg.roll_tr",0.25
"329","R36G04",0,"Angle.RM_leg.th_ta",0.25
"330","R36G04",0,"Angle.RH_leg.yaw",0.25
"331","R36G04",0,"Angle.RH_leg.pitch",0.95
"332","R36G04",0,"Angle.RH_leg.roll",0.95
"333","R36G04",0,"Angle.RH_leg.th_fe",0.25
"334","R36G04",0,"Angle.RH_leg.th_ti",0.25
"335","R36G04",0,"Angle.RH_leg.roll_tr",0.25
"336","R36G04",0,"Angle.RH_leg.th_ta",0.25
"337","R36G04",1,"Angle.LF_leg.yaw",0.95
"338","R36G04",1,"Angle.LF_leg.pitch",0.95
"339","R36G04",1,"Angle.LF_leg.roll",0.95
"340","R36G04",1,"Angle.LF_leg.th_fe",0.95
"341","R36G04",1,"Angle.LF_leg.th_ti",0.25
"342","R36G04",1,"Angle.LF_leg.roll_tr",0.95
"343","R36G04",1,"Angle.LF_leg.th_ta",0.45
"344","R36G04",1,"Angle.LM_leg.yaw",0.95
"345","R36G04",1,"Angle.LM_leg.pitch",0.35
"346","R36G04",1,"Angle.LM_leg.roll",0.95
"347","R36G04",1,"Angle.LM_leg.th_fe",0.95
"348","R36G04",1,"Angle.LM_leg.th_ti",0.95
"349","R36G04",1,"Angle.LM_leg.roll_tr",0.95
"350","R36G04",1,"Angle.LM_leg.th_ta",0.95
"351","R36G04",1,"Angle.LH_leg.yaw",0.25
"352","R36G04",1,"Angle.LH_leg.pitch",0.55
"353","R36G04",1,"Angle.LH_leg.roll",0.25
"354","R36G04",1,"Angle.LH_leg.th_fe",0.95
"355","R36G04",1,"Angle.LH_leg.th_ti",0.95
"356","R36G04",1,"Angle.LH_leg.roll_tr",0.95
"357","R36G04",1,"Angle.LH_leg.th_ta",0.25
"358","R36G04",1,"Angle.RF_leg.yaw",0.95
"359","R36G04",1,"Angle.RF_leg.pitch",0.25
"360","R36G04",1,"Angle.RF_leg.roll",0.45
"361","R36G04",1,"Angle.RF_leg.th_fe",0.25
"362","R36G04",1,"Angle.RF_leg.th_ti",0.25
"363","R36G04",1,"Angle.RF_leg.roll_tr",0.95
"364","R36G04",1,"Angle.RF_leg.th_ta",0.25
"365","R36G04",1,"Angle.RM_leg.yaw",0.95
"366","R36G04",1,"Angle.RM_leg.pitch",0.25
"367","R36G04",1,"Angle.RM_leg.roll",0.25
"368","R36G04",1,"Angle.RM_leg.th_fe",0.95
"369","R36G04",1,"Angle.RM_leg.th_ti",0.95
"370","R36G04",1,"Angle.RM_leg.roll_tr",0.95
"371","R36G04",1,"Angle.RM_leg.th_ta",0.25
"372","R36G04",1,"Angle.RH_leg.yaw",0.25
"373","R36G04",1,"Angle.RH_leg.pitch",0.25
"374","R36G04",1,"Angle.RH_leg.roll",0.25
"375","R36G04",1,"Angle.RH_leg.th_fe",0.25
"376","R36G04",1,"Angle.RH_leg.th_ti",0.25
"377","R36G04",1,"Angle.RH_leg.roll_tr",0.25
"378","R36G04",1,"Angle.RH_leg.th_ta",0.25
"379","R39G01",0,"Angle.LF_leg.yaw",0.95
"380","R39G01",0,"Angle.LF_leg.pitch",0.55
"381","R39G01",0,"Angle.LF_leg.roll",0.4
"382","R39G01",0,"Angle.LF_leg.th_fe",0.25
"383","R39G01",0,"Angle.LF_leg.th_ti",0.25
"384","R39G01",0,"Angle.LF_leg.roll_tr",0.95
"385","R39G01",0,"Angle.LF_leg.th_ta",0.95
"386","R39G01",0,"Angle.LM_leg.yaw",0.35
"387","R39G01",0,"Angle.LM_leg.pitch",0.95
"388","R39G01",0,"Angle.LM_leg.roll",0.8
"389","R39G01",0,"Angle.LM_leg.th_fe",0.5
"390","R39G01",0,"Angle.LM_leg.th_ti",0.95
"391","R39G01",0,"Angle.LM_leg.roll_tr",0.95
"392","R39G01",0,"Angle.LM_leg.th_ta",0.25
"393","R39G01",0,"Angle.LH_leg.yaw",0.95
"394","R39G01",0,"Angle.LH_leg.pitch",0.25
"395","R39G01",0,"Angle.LH_leg.roll",0.25
"396","R39G01",0,"Angle.LH_leg.th_fe",0.95
"397","R39G01",0,"Angle.LH_leg.th_ti",0.25
"398","R39G01",0,"Angle.LH_leg.roll_tr",0.25
"399","R39G01",0,"Angle.LH_leg.th_ta",0.25
"400","R39G01",0,"Angle.RF_leg.yaw",0.25
"401","R39G01",0,"Angle.RF_leg.pitch",0.95
"402","R39G01",0,"Angle.RF_leg.roll",0.95
"403","R39G01",0,"Angle.RF_leg.th_fe",0.25
"404","R39G01",0,"Angle.RF_leg.th_ti",0.25
"405","R39G01",0,"Angle.RF_leg.roll_tr",0.95
"406","R39G01",0,"Angle.RF_leg.th_ta",0.25
"407","R39G01",0,"Angle.RM_leg.yaw",0.95
"408","R39G01",0,"Angle.RM_leg.pitch",0.95
"409","R39G01",0,"Angle.RM_leg.roll",0.95
"410","R39G01",0,"Angle.RM_leg.th_fe",0.25
"411","R39G01",0,"Angle.RM_leg.th_ti",0.95
"412","R39G01",0,"Angle.RM_leg.roll_tr",0.25
"413","R39G01",0,"Angle.RM_leg.th_ta",0.25
"414","R39G01",0,"Angle.RH_leg.yaw",0.95
"415","R39G01",0,"Angle.RH_leg.pitch",0.95
"416","R39G01",0,"Angle.RH_leg.roll",0.25
"417","R39G01",0,"Angle.RH_leg.th_fe",0.95
"418","R39G01",0,"Angle.RH_leg.th_ti",0.25
"419","R39G01",0,"Angle.RH_leg.roll_tr",0.95
"420","R39G01",0,"Angle.RH_leg.th_ta",0.25
"421","R39G01",1,"Angle.LF_leg.yaw",0.25
"422","R39G01",1,"Angle.LF_leg.pitch",0.25
"423","R39G01",1,"Angle.LF_leg.roll",0.95
"424","R39G01",1,"Angle.LF_leg.th_fe",0.3
"425","R39G01",1,"Angle.LF_leg.th_ti",0.3
"426","R39G01",1,"Angle.LF_leg.roll_tr",0.95
"427","R39G01",1,"Angle.LF_leg.th_ta",0.95
"428","R39G01",1,"Angle.LM_leg.yaw",0.25
"429","R39G01",1,"Angle.LM_leg.pitch",0.95
"430","R39G01",1,"Angle.LM_leg.roll",0.25
"431","R39G01",1,"Angle.LM_leg.th_fe",0.95
"432","R39G01",1,"Angle.LM_leg.th_ti",0.95
"433","R39G01",1,"Angle.LM_leg.roll_tr",0.25
"434","R39G01",1,"Angle.LM_leg.th_ta",0.25
"435","R39G01",1,"Angle.LH_leg.yaw",0.95
"436","R39G01",1,"Angle.LH_leg.pitch",0.95
"437","R39G01",1,"Angle.LH_leg.roll",0.95
"438","R39G01",1,"Angle.LH_leg.th_fe",0.25
"439","R39G01",1,"Angle.LH_leg.th_ti",0.25
"440","R39G01",1,"Angle.LH_leg.roll_tr",0.9
"441","R39G01",1,"Angle.LH_leg.th_ta",0.25
"442","R39G01",1,"Angle.RF_leg.yaw",0.95
"443","R39G01",1,"Angle.RF_leg.pitch",0.25
"444","R39G01",1,"Angle.RF_leg.roll",0.95
"445","R39G01",1,"Angle.RF_leg.th_fe",0.95
"446","R39G01",1,"Angle.RF_leg.th_ti",0.95
"447","R39G01",1,"Angle.RF_leg.roll_tr",0.95
"448","R39G01",1,"Angle.RF_leg.th_ta",0.25
"449","R39G01",1,"Angle.RM_leg.yaw",0.25
"450","R39G01",1,"Angle.RM_leg.pitch",0.95
"451","R39G01",1,"Angle.RM_leg.roll",0.25
"452","R39G01",1,"Angle.RM_leg.th_fe",0.95
"453","R39G01",1,"Angle.RM_leg.th_ti",0.95
"454","R39G01",1,"Angle.RM_leg.roll_tr",0.95
"455","R39G01",1,"Angle.RM_leg.th_ta",0.25
"456","R39G01",1,"Angle.RH_leg.yaw",0.95
"457","R39G01",1,"Angle.RH_leg.pitch",0.95
"458","R39G01",1,"Angle.RH_leg.roll",0.95
"459","R39G01",1,"Angle.RH_leg.th_fe",0.95
"460","R39G01",1,"Angle.RH_leg.th_ti",0.95
"461","R39G01",1,"Angle.RH_leg.roll_tr",0.95
"462","R39G01",1,"Angle.RH_leg.th_ta",0.25
"463","R39G01",2,"Angle.LF_leg.yaw",0.25
"464","R39G01",2,"Angle.LF_leg.pitch",0.95
"465","R39G01",2,"Angle.LF_leg.roll",0.4
"466","R39G01",2,"Angle.LF_leg.th_fe",0.3
"467","R39G01",2,"Angle.LF_leg.th_ti",0.3
"468","R39G01",2,"Angle.LF_leg.roll_tr",0.95
"469","R39G01",2,"Angle.LF_leg.th_ta",0.95
"470","R39G01",2,"Angle.LM_leg.yaw",0.95
"471","R39G01",2,"Angle.LM_leg.pitch",0.25
"472","R39G01",2,"Angle.LM_leg.roll",0.25
"473","R39G01",2,"Angle.LM_leg.th_fe",0.95
"474","R39G01",2,"Angle.LM_leg.th_ti",0.95
"475","R39G01",2,"Angle.LM_leg.roll_tr",0.25
"476","R39G01",2,"Angle.LM_leg.th_ta",0.95
"477","R39G01",2,"Angle.LH_leg.yaw",0.25
"478","R39G01",2,"Angle.LH_leg.pitch",0.25
"479","R39G01",2,"Angle.LH_leg.roll",0.25
"480","R39G01",2,"Angle.LH_leg.th_fe",0.4
"481","R39G01",2,"Angle.LH_leg.th_ti",0.25
"482","R39G01",2,"Angle.LH_leg.roll_tr",0.25
"483","R39G01",2,"Angle.LH_leg.th_ta",0.25
