"","Genotype","ROI","Regressor","Decay.time"
"3324","SS34574",1,"Angle.LF_leg.roll_tr",0.4
"3325","SS34574",1,"Angle.LF_leg.th_ta",0.25
"3326","SS34574",1,"Angle.LM_leg.yaw",0.35
"3327","SS34574",1,"Angle.LM_leg.pitch",0.25
"3328","SS34574",1,"Angle.LM_leg.roll",0.25
"3329","SS34574",1,"Angle.LM_leg.th_fe",0.25
"3330","SS34574",1,"Angle.LM_leg.th_ti",0.3
"3331","SS34574",1,"Angle.LM_leg.roll_tr",0.95
"3332","SS34574",1,"Angle.LM_leg.th_ta",0.45
"3333","SS34574",1,"Angle.LH_leg.yaw",0.35
"3334","SS34574",1,"Angle.LH_leg.pitch",0.25
"3335","SS34574",1,"Angle.LH_leg.roll",0.45
"3336","SS34574",1,"Angle.LH_leg.th_fe",0.45
"3337","SS34574",1,"Angle.LH_leg.th_ti",0.3
"3338","SS34574",1,"Angle.LH_leg.roll_tr",0.25
"3339","SS34574",1,"Angle.LH_leg.th_ta",0.6
"3340","SS34574",1,"Angle.RF_leg.yaw",0.25
"3341","SS34574",1,"Angle.RF_leg.pitch",0.25
"3342","SS34574",1,"Angle.RF_leg.roll",0.25
"3343","SS34574",1,"Angle.RF_leg.th_fe",0.95
"3344","SS34574",1,"Angle.RF_leg.th_ti",0.95
"3345","SS34574",1,"Angle.RF_leg.roll_tr",0.55
"3346","SS34574",1,"Angle.RF_leg.th_ta",0.25
"3347","SS34574",1,"Angle.RM_leg.yaw",0.95
"3348","SS34574",1,"Angle.RM_leg.pitch",0.25
"3349","SS34574",1,"Angle.RM_leg.roll",0.85
"3350","SS34574",1,"Angle.RM_leg.th_fe",0.35
"3351","SS34574",1,"Angle.RM_leg.th_ti",0.95
"3352","SS34574",1,"Angle.RM_leg.roll_tr",0.95
"3353","SS34574",1,"Angle.RM_leg.th_ta",0.95
"3354","SS34574",1,"Angle.RH_leg.yaw",0.5
"3355","SS34574",1,"Angle.RH_leg.pitch",0.25
"3356","SS34574",1,"Angle.RH_leg.roll",0.35
"3357","SS34574",1,"Angle.RH_leg.th_fe",0.95
"3358","SS34574",1,"Angle.RH_leg.th_ti",0.95
"3359","SS34574",1,"Angle.RH_leg.roll_tr",0.95
"3360","SS34574",1,"Angle.RH_leg.th_ta",0.95
"3361","SS36112",0,"Angle.LF_leg.yaw",0.25
"3362","SS36112",0,"Angle.LF_leg.pitch",0.25
"3363","SS36112",0,"Angle.LF_leg.roll",0.25
"3364","SS36112",0,"Angle.LF_leg.th_fe",0.25
"3365","SS36112",0,"Angle.LF_leg.th_ti",0.25
"3366","SS36112",0,"Angle.LF_leg.roll_tr",0.45
"3367","SS36112",0,"Angle.LF_leg.th_ta",0.95
"3368","SS36112",0,"Angle.LM_leg.yaw",0.95
"3369","SS36112",0,"Angle.LM_leg.pitch",0.95
"3370","SS36112",0,"Angle.LM_leg.roll",0.25
"3371","SS36112",0,"Angle.LM_leg.th_fe",0.25
"3372","SS36112",0,"Angle.LM_leg.th_ti",0.95
"3373","SS36112",0,"Angle.LM_leg.roll_tr",0.95
"3374","SS36112",0,"Angle.LM_leg.th_ta",0.95
"3375","SS36112",0,"Angle.LH_leg.yaw",0.65
"3376","SS36112",0,"Angle.LH_leg.pitch",0.25
"3377","SS36112",0,"Angle.LH_leg.roll",0.95
"3378","SS36112",0,"Angle.LH_leg.th_fe",0.95
"3379","SS36112",0,"Angle.LH_leg.th_ti",0.95
"3380","SS36112",0,"Angle.LH_leg.roll_tr",0.95
"3381","SS36112",0,"Angle.LH_leg.th_ta",0.95
"3382","SS36112",0,"Angle.RF_leg.yaw",0.55
"3383","SS36112",0,"Angle.RF_leg.pitch",0.25
"3384","SS36112",0,"Angle.RF_leg.roll",0.95
"3385","SS36112",0,"Angle.RF_leg.th_fe",0.95
"3386","SS36112",0,"Angle.RF_leg.th_ti",0.95
"3387","SS36112",0,"Angle.RF_leg.roll_tr",0.6
"3388","SS36112",0,"Angle.RF_leg.th_ta",0.95
"3389","SS36112",0,"Angle.RM_leg.yaw",0.75
"3390","SS36112",0,"Angle.RM_leg.pitch",0.95
"3391","SS36112",0,"Angle.RM_leg.roll",0.55
"3392","SS36112",0,"Angle.RM_leg.th_fe",0.25
"3393","SS36112",0,"Angle.RM_leg.th_ti",0.25
"3394","SS36112",0,"Angle.RM_leg.roll_tr",0.95
"3395","SS36112",0,"Angle.RM_leg.th_ta",0.95
"3396","SS36112",0,"Angle.RH_leg.yaw",0.25
"3397","SS36112",0,"Angle.RH_leg.pitch",0.25
"3398","SS36112",0,"Angle.RH_leg.roll",0.95
"3399","SS36112",0,"Angle.RH_leg.th_fe",0.95
"3400","SS36112",0,"Angle.RH_leg.th_ti",0.95
"3401","SS36112",0,"Angle.RH_leg.roll_tr",0.7
"3402","SS36112",0,"Angle.RH_leg.th_ta",0.95
"3403","SS36112",1,"Angle.LF_leg.yaw",0.25
"3404","SS36112",1,"Angle.LF_leg.pitch",0.95
"3405","SS36112",1,"Angle.LF_leg.roll",0.95
"3406","SS36112",1,"Angle.LF_leg.th_fe",0.25
"3407","SS36112",1,"Angle.LF_leg.th_ti",0.25
"3408","SS36112",1,"Angle.LF_leg.roll_tr",0.4
"3409","SS36112",1,"Angle.LF_leg.th_ta",0.25
"3410","SS36112",1,"Angle.LM_leg.yaw",0.95
"3411","SS36112",1,"Angle.LM_leg.pitch",0.95
"3412","SS36112",1,"Angle.LM_leg.roll",0.25
"3413","SS36112",1,"Angle.LM_leg.th_fe",0.95
"3414","SS36112",1,"Angle.LM_leg.th_ti",0.95
"3415","SS36112",1,"Angle.LM_leg.roll_tr",0.95
"3416","SS36112",1,"Angle.LM_leg.th_ta",0.95
"3417","SS36112",1,"Angle.LH_leg.yaw",0.25
"3418","SS36112",1,"Angle.LH_leg.pitch",0.95
"3419","SS36112",1,"Angle.LH_leg.roll",0.25
"3420","SS36112",1,"Angle.LH_leg.th_fe",0.95
"3421","SS36112",1,"Angle.LH_leg.th_ti",0.95
"3422","SS36112",1,"Angle.LH_leg.roll_tr",0.85
"3423","SS36112",1,"Angle.LH_leg.th_ta",0.95
"3424","SS36112",1,"Angle.RF_leg.yaw",0.25
"3425","SS36112",1,"Angle.RF_leg.pitch",0.95
"3426","SS36112",1,"Angle.RF_leg.roll",0.95
"3427","SS36112",1,"Angle.RF_leg.th_fe",0.95
"3428","SS36112",1,"Angle.RF_leg.th_ti",0.95
"3429","SS36112",1,"Angle.RF_leg.roll_tr",0.25
"3430","SS36112",1,"Angle.RF_leg.th_ta",0.95
"3431","SS36112",1,"Angle.RM_leg.yaw",0.95
"3432","SS36112",1,"Angle.RM_leg.pitch",0.25
"3433","SS36112",1,"Angle.RM_leg.roll",0.95
"3434","SS36112",1,"Angle.RM_leg.th_fe",0.95
"3435","SS36112",1,"Angle.RM_leg.th_ti",0.25
"3436","SS36112",1,"Angle.RM_leg.roll_tr",0.95
"3437","SS36112",1,"Angle.RM_leg.th_ta",0.25
"3438","SS36112",1,"Angle.RH_leg.yaw",0.25
"3439","SS36112",1,"Angle.RH_leg.pitch",0.25
"3440","SS36112",1,"Angle.RH_leg.roll",0.95
"3441","SS36112",1,"Angle.RH_leg.th_fe",0.25
"3442","SS36112",1,"Angle.RH_leg.th_ti",0.25
"3443","SS36112",1,"Angle.RH_leg.roll_tr",0.95
"3444","SS36112",1,"Angle.RH_leg.th_ta",0.95
"3445","SS36118",0,"Angle.LF_leg.yaw",0.25
"3446","SS36118",0,"Angle.LF_leg.pitch",0.25
"3447","SS36118",0,"Angle.LF_leg.roll",0.25
"3448","SS36118",0,"Angle.LF_leg.th_fe",0.25
"3449","SS36118",0,"Angle.LF_leg.th_ti",0.95
"3450","SS36118",0,"Angle.LF_leg.roll_tr",0.95
"3451","SS36118",0,"Angle.LF_leg.th_ta",0.3
"3452","SS36118",0,"Angle.LM_leg.yaw",0.5
"3453","SS36118",0,"Angle.LM_leg.pitch",0.25
"3454","SS36118",0,"Angle.LM_leg.roll",0.5
"3455","SS36118",0,"Angle.LM_leg.th_fe",0.95
"3456","SS36118",0,"Angle.LM_leg.th_ti",0.95
"3457","SS36118",0,"Angle.LM_leg.roll_tr",0.8
"3458","SS36118",0,"Angle.LM_leg.th_ta",0.25
"3459","SS36118",0,"Angle.LH_leg.yaw",0.95
"3460","SS36118",0,"Angle.LH_leg.pitch",0.95
"3461","SS36118",0,"Angle.LH_leg.roll",0.95
"3462","SS36118",0,"Angle.LH_leg.th_fe",0.95
"3463","SS36118",0,"Angle.LH_leg.th_ti",0.95
"3464","SS36118",0,"Angle.LH_leg.roll_tr",0.75
"3465","SS36118",0,"Angle.LH_leg.th_ta",0.95
"3466","SS36118",0,"Angle.RF_leg.yaw",0.95
"3467","SS36118",0,"Angle.RF_leg.pitch",0.25
"3468","SS36118",0,"Angle.RF_leg.roll",0.25
"3469","SS36118",0,"Angle.RF_leg.th_fe",0.95
"3470","SS36118",0,"Angle.RF_leg.th_ti",0.7
"3471","SS36118",0,"Angle.RF_leg.roll_tr",0.3
"3472","SS36118",0,"Angle.RF_leg.th_ta",0.95
"3473","SS36118",0,"Angle.RM_leg.yaw",0.95
"3474","SS36118",0,"Angle.RM_leg.pitch",0.3
"3475","SS36118",0,"Angle.RM_leg.roll",0.95
"3476","SS36118",0,"Angle.RM_leg.th_fe",0.25
"3477","SS36118",0,"Angle.RM_leg.th_ti",0.25
"3478","SS36118",0,"Angle.RM_leg.roll_tr",0.25
"3479","SS36118",0,"Angle.RM_leg.th_ta",0.95
"3480","SS36118",0,"Angle.RH_leg.yaw",0.95
"3481","SS36118",0,"Angle.RH_leg.pitch",0.95
"3482","SS36118",0,"Angle.RH_leg.roll",0.6
"3483","SS36118",0,"Angle.RH_leg.th_fe",0.25
"3484","SS36118",0,"Angle.RH_leg.th_ti",0.25
"3485","SS36118",0,"Angle.RH_leg.roll_tr",0.95
"3486","SS36118",0,"Angle.RH_leg.th_ta",0.25
"3487","SS36118",1,"Angle.LF_leg.yaw",0.95
"3488","SS36118",1,"Angle.LF_leg.pitch",0.25
"3489","SS36118",1,"Angle.LF_leg.roll",0.95
"3490","SS36118",1,"Angle.LF_leg.th_fe",0.25
"3491","SS36118",1,"Angle.LF_leg.th_ti",0.25
"3492","SS36118",1,"Angle.LF_leg.roll_tr",0.95
"3493","SS36118",1,"Angle.LF_leg.th_ta",0.45
"3494","SS36118",1,"Angle.LM_leg.yaw",0.95
"3495","SS36118",1,"Angle.LM_leg.pitch",0.95
"3496","SS36118",1,"Angle.LM_leg.roll",0.25
"3497","SS36118",1,"Angle.LM_leg.th_fe",0.25
"3498","SS36118",1,"Angle.LM_leg.th_ti",0.7
"3499","SS36118",1,"Angle.LM_leg.roll_tr",0.25
"3500","SS36118",1,"Angle.LM_leg.th_ta",0.95
"3501","SS36118",1,"Angle.LH_leg.yaw",0.95
"3502","SS36118",1,"Angle.LH_leg.pitch",0.95
"3503","SS36118",1,"Angle.LH_leg.roll",0.45
"3504","SS36118",1,"Angle.LH_leg.th_fe",0.55
"3505","SS36118",1,"Angle.LH_leg.th_ti",0.8
"3506","SS36118",1,"Angle.LH_leg.roll_tr",0.95
"3507","SS36118",1,"Angle.LH_leg.th_ta",0.95
"3508","SS36118",1,"Angle.RF_leg.yaw",0.95
"3509","SS36118",1,"Angle.RF_leg.pitch",0.25
"3510","SS36118",1,"Angle.RF_leg.roll",0.95
"3511","SS36118",1,"Angle.RF_leg.th_fe",0.25
"3512","SS36118",1,"Angle.RF_leg.th_ti",0.35
"3513","SS36118",1,"Angle.RF_leg.roll_tr",0.95
"3514","SS36118",1,"Angle.RF_leg.th_ta",0.3
"3515","SS36118",1,"Angle.RM_leg.yaw",0.95
"3516","SS36118",1,"Angle.RM_leg.pitch",0.95
"3517","SS36118",1,"Angle.RM_leg.roll",0.95
"3518","SS36118",1,"Angle.RM_leg.th_fe",0.25
"3519","SS36118",1,"Angle.RM_leg.th_ti",0.25
"3520","SS36118",1,"Angle.RM_leg.roll_tr",0.95
"3521","SS36118",1,"Angle.RM_leg.th_ta",0.3
"3522","SS36118",1,"Angle.RH_leg.yaw",0.95
"3523","SS36118",1,"Angle.RH_leg.pitch",0.95
"3524","SS36118",1,"Angle.RH_leg.roll",0.3
"3525","SS36118",1,"Angle.RH_leg.th_fe",0.25
"3526","SS36118",1,"Angle.RH_leg.th_ti",0.25
"3527","SS36118",1,"Angle.RH_leg.roll_tr",0.95
"3528","SS36118",1,"Angle.RH_leg.th_ta",0.4
"3529","SS36118",2,"Angle.LF_leg.yaw",0.95
"3530","SS36118",2,"Angle.LF_leg.pitch",0.95
"3531","SS36118",2,"Angle.LF_leg.roll",0.25
"3532","SS36118",2,"Angle.LF_leg.th_fe",0.95
"3533","SS36118",2,"Angle.LF_leg.th_ti",0.95
"3534","SS36118",2,"Angle.LF_leg.roll_tr",0.95
"3535","SS36118",2,"Angle.LF_leg.th_ta",0.25
"3536","SS36118",2,"Angle.LM_leg.yaw",0.95
"3537","SS36118",2,"Angle.LM_leg.pitch",0.95
"3538","SS36118",2,"Angle.LM_leg.roll",0.25
"3539","SS36118",2,"Angle.LM_leg.th_fe",0.95
"3540","SS36118",2,"Angle.LM_leg.th_ti",0.95
"3541","SS36118",2,"Angle.LM_leg.roll_tr",0.95
"3542","SS36118",2,"Angle.LM_leg.th_ta",0.25
"3543","SS36118",2,"Angle.LH_leg.yaw",0.95
"3544","SS36118",2,"Angle.LH_leg.pitch",0.25
"3545","SS36118",2,"Angle.LH_leg.roll",0.25
"3546","SS36118",2,"Angle.LH_leg.th_fe",0.95
"3547","SS36118",2,"Angle.LH_leg.th_ti",0.95
"3548","SS36118",2,"Angle.LH_leg.roll_tr",0.95
"3549","SS36118",2,"Angle.LH_leg.th_ta",0.95
"3550","SS36118",2,"Angle.RF_leg.yaw",0.95
"3551","SS36118",2,"Angle.RF_leg.pitch",0.95
"3552","SS36118",2,"Angle.RF_leg.roll",0.25
"3553","SS36118",2,"Angle.RF_leg.th_fe",0.95
"3554","SS36118",2,"Angle.RF_leg.th_ti",0.95
"3555","SS36118",2,"Angle.RF_leg.roll_tr",0.35
"3556","SS36118",2,"Angle.RF_leg.th_ta",0.95
"3557","SS36118",2,"Angle.RM_leg.yaw",0.95
"3558","SS36118",2,"Angle.RM_leg.pitch",0.95
"3559","SS36118",2,"Angle.RM_leg.roll",0.95
"3560","SS36118",2,"Angle.RM_leg.th_fe",0.95
"3561","SS36118",2,"Angle.RM_leg.th_ti",0.95
"3562","SS36118",2,"Angle.RM_leg.roll_tr",0.25
"3563","SS36118",2,"Angle.RM_leg.th_ta",0.95
"3564","SS36118",2,"Angle.RH_leg.yaw",0.25
"3565","SS36118",2,"Angle.RH_leg.pitch",0.95
"3566","SS36118",2,"Angle.RH_leg.roll",0.95
"3567","SS36118",2,"Angle.RH_leg.th_fe",0.95
"3568","SS36118",2,"Angle.RH_leg.th_ti",0.95
"3569","SS36118",2,"Angle.RH_leg.roll_tr",0.25
"3570","SS36118",2,"Angle.RH_leg.th_ta",0.25
"3571","SS36118",3,"Angle.LF_leg.yaw",0.25
"3572","SS36118",3,"Angle.LF_leg.pitch",0.25
"3573","SS36118",3,"Angle.LF_leg.roll",0.95
"3574","SS36118",3,"Angle.LF_leg.th_fe",0.25
"3575","SS36118",3,"Angle.LF_leg.th_ti",0.25
"3576","SS36118",3,"Angle.LF_leg.roll_tr",0.95
"3577","SS36118",3,"Angle.LF_leg.th_ta",0.6
"3578","SS36118",3,"Angle.LM_leg.yaw",0.95
"3579","SS36118",3,"Angle.LM_leg.pitch",0.95
"3580","SS36118",3,"Angle.LM_leg.roll",0.85
"3581","SS36118",3,"Angle.LM_leg.th_fe",0.95
"3582","SS36118",3,"Angle.LM_leg.th_ti",0.95
"3583","SS36118",3,"Angle.LM_leg.roll_tr",0.95
"3584","SS36118",3,"Angle.LM_leg.th_ta",0.95
"3585","SS36118",3,"Angle.LH_leg.yaw",0.95
"3586","SS36118",3,"Angle.LH_leg.pitch",0.95
"3587","SS36118",3,"Angle.LH_leg.roll",0.8
"3588","SS36118",3,"Angle.LH_leg.th_fe",0.95
"3589","SS36118",3,"Angle.LH_leg.th_ti",0.95
"3590","SS36118",3,"Angle.LH_leg.roll_tr",0.95
"3591","SS36118",3,"Angle.LH_leg.th_ta",0.95
"3592","SS36118",3,"Angle.RF_leg.yaw",0.95
"3593","SS36118",3,"Angle.RF_leg.pitch",0.25
"3594","SS36118",3,"Angle.RF_leg.roll",0.95
"3595","SS36118",3,"Angle.RF_leg.th_fe",0.25
"3596","SS36118",3,"Angle.RF_leg.th_ti",0.25
"3597","SS36118",3,"Angle.RF_leg.roll_tr",0.95
"3598","SS36118",3,"Angle.RF_leg.th_ta",0.95
"3599","SS36118",3,"Angle.RM_leg.yaw",0.25
"3600","SS36118",3,"Angle.RM_leg.pitch",0.95
"3601","SS36118",3,"Angle.RM_leg.roll",0.3
"3602","SS36118",3,"Angle.RM_leg.th_fe",0.25
"3603","SS36118",3,"Angle.RM_leg.th_ti",0.95
"3604","SS36118",3,"Angle.RM_leg.roll_tr",0.25
"3605","SS36118",3,"Angle.RM_leg.th_ta",0.25
"3606","SS36118",3,"Angle.RH_leg.yaw",0.25
"3607","SS36118",3,"Angle.RH_leg.pitch",0.25
"3608","SS36118",3,"Angle.RH_leg.roll",0.25
"3609","SS36118",3,"Angle.RH_leg.th_fe",0.25
"3610","SS36118",3,"Angle.RH_leg.th_ti",0.25
"3611","SS36118",3,"Angle.RH_leg.roll_tr",0.95
"3612","SS36118",3,"Angle.RH_leg.th_ta",0.25
"3613","SS36118",4,"Angle.LF_leg.yaw",0.4
"3614","SS36118",4,"Angle.LF_leg.pitch",0.95
"3615","SS36118",4,"Angle.LF_leg.roll",0.95
"3616","SS36118",4,"Angle.LF_leg.th_fe",0.25
"3617","SS36118",4,"Angle.LF_leg.th_ti",0.95
"3618","SS36118",4,"Angle.LF_leg.roll_tr",0.6
"3619","SS36118",4,"Angle.LF_leg.th_ta",0.95
"3620","SS36118",4,"Angle.LM_leg.yaw",0.95
"3621","SS36118",4,"Angle.LM_leg.pitch",0.25
"3622","SS36118",4,"Angle.LM_leg.roll",0.25
"3623","SS36118",4,"Angle.LM_leg.th_fe",0.25
"3624","SS36118",4,"Angle.LM_leg.th_ti",0.25
"3625","SS36118",4,"Angle.LM_leg.roll_tr",0.25
"3626","SS36118",4,"Angle.LM_leg.th_ta",0.95
"3627","SS36118",4,"Angle.LH_leg.yaw",0.25
"3628","SS36118",4,"Angle.LH_leg.pitch",0.25
"3629","SS36118",4,"Angle.LH_leg.roll",0.25
"3630","SS36118",4,"Angle.LH_leg.th_fe",0.25
"3631","SS36118",4,"Angle.LH_leg.th_ti",0.25
"3632","SS36118",4,"Angle.LH_leg.roll_tr",0.25
"3633","SS36118",4,"Angle.LH_leg.th_ta",0.25
"3634","SS36118",4,"Angle.RF_leg.yaw",0.95
"3635","SS36118",4,"Angle.RF_leg.pitch",0.25
"3636","SS36118",4,"Angle.RF_leg.roll",0.95
"3637","SS36118",4,"Angle.RF_leg.th_fe",0.95
"3638","SS36118",4,"Angle.RF_leg.th_ti",0.95
"3639","SS36118",4,"Angle.RF_leg.roll_tr",0.95
"3640","SS36118",4,"Angle.RF_leg.th_ta",0.95
"3641","SS36118",4,"Angle.RM_leg.yaw",0.95
"3642","SS36118",4,"Angle.RM_leg.pitch",0.95
"3643","SS36118",4,"Angle.RM_leg.roll",0.95
"3644","SS36118",4,"Angle.RM_leg.th_fe",0.25
"3645","SS36118",4,"Angle.RM_leg.th_ti",0.25
"3646","SS36118",4,"Angle.RM_leg.roll_tr",0.25
"3647","SS36118",4,"Angle.RM_leg.th_ta",0.95
"3648","SS36118",4,"Angle.RH_leg.yaw",0.25
"3649","SS36118",4,"Angle.RH_leg.pitch",0.25
"3650","SS36118",4,"Angle.RH_leg.roll",0.25
"3651","SS36118",4,"Angle.RH_leg.th_fe",0.4
"3652","SS36118",4,"Angle.RH_leg.th_ti",0.55
"3653","SS36118",4,"Angle.RH_leg.roll_tr",0.95
"3654","SS36118",4,"Angle.RH_leg.th_ta",0.95
"3655","SS36118",5,"Angle.LF_leg.yaw",0.35
"3656","SS36118",5,"Angle.LF_leg.pitch",0.95
"3657","SS36118",5,"Angle.LF_leg.roll",0.95
"3658","SS36118",5,"Angle.LF_leg.th_fe",0.95
"3659","SS36118",5,"Angle.LF_leg.th_ti",0.25
"3660","SS36118",5,"Angle.LF_leg.roll_tr",0.95
"3661","SS36118",5,"Angle.LF_leg.th_ta",0.95
"3662","SS36118",5,"Angle.LM_leg.yaw",0.95
"3663","SS36118",5,"Angle.LM_leg.pitch",0.25
"3664","SS36118",5,"Angle.LM_leg.roll",0.25
"3665","SS36118",5,"Angle.LM_leg.th_fe",0.25
"3666","SS36118",5,"Angle.LM_leg.th_ti",0.25
"3667","SS36118",5,"Angle.LM_leg.roll_tr",0.95
"3668","SS36118",5,"Angle.LM_leg.th_ta",0.5
"3669","SS36118",5,"Angle.LH_leg.yaw",0.95
"3670","SS36118",5,"Angle.LH_leg.pitch",0.95
"3671","SS36118",5,"Angle.LH_leg.roll",0.5
"3672","SS36118",5,"Angle.LH_leg.th_fe",0.25
"3673","SS36118",5,"Angle.LH_leg.th_ti",0.25
"3674","SS36118",5,"Angle.LH_leg.roll_tr",0.25
"3675","SS36118",5,"Angle.LH_leg.th_ta",0.95
"3676","SS36118",5,"Angle.RF_leg.yaw",0.95
"3677","SS36118",5,"Angle.RF_leg.pitch",0.25
"3678","SS36118",5,"Angle.RF_leg.roll",0.95
"3679","SS36118",5,"Angle.RF_leg.th_fe",0.25
"3680","SS36118",5,"Angle.RF_leg.th_ti",0.25
"3681","SS36118",5,"Angle.RF_leg.roll_tr",0.25
"3682","SS36118",5,"Angle.RF_leg.th_ta",0.95
"3683","SS36118",5,"Angle.RM_leg.yaw",0.25
"3684","SS36118",5,"Angle.RM_leg.pitch",0.25
"3685","SS36118",5,"Angle.RM_leg.roll",0.5
"3686","SS36118",5,"Angle.RM_leg.th_fe",0.25
"3687","SS36118",5,"Angle.RM_leg.th_ti",0.25
"3688","SS36118",5,"Angle.RM_leg.roll_tr",0.25
"3689","SS36118",5,"Angle.RM_leg.th_ta",0.85
"3690","SS36118",5,"Angle.RH_leg.yaw",0.65
"3691","SS36118",5,"Angle.RH_leg.pitch",0.95
"3692","SS36118",5,"Angle.RH_leg.roll",0.25
"3693","SS36118",5,"Angle.RH_leg.th_fe",0.25
"3694","SS36118",5,"Angle.RH_leg.th_ti",0.25
"3695","SS36118",5,"Angle.RH_leg.roll_tr",0.95
"3696","SS36118",5,"Angle.RH_leg.th_ta",0.95
"3697","SS36131",0,"Angle.LF_leg.yaw",0.25
"3698","SS36131",0,"Angle.LF_leg.pitch",0.25
"3699","SS36131",0,"Angle.LF_leg.roll",0.25
"3700","SS36131",0,"Angle.LF_leg.th_fe",0.25
"3701","SS36131",0,"Angle.LF_leg.th_ti",0.25
"3702","SS36131",0,"Angle.LF_leg.roll_tr",0.95
"3703","SS36131",0,"Angle.LF_leg.th_ta",0.95
"3704","SS36131",0,"Angle.LM_leg.yaw",0.25
"3705","SS36131",0,"Angle.LM_leg.pitch",0.95
"3706","SS36131",0,"Angle.LM_leg.roll",0.95
"3707","SS36131",0,"Angle.LM_leg.th_fe",0.25
"3708","SS36131",0,"Angle.LM_leg.th_ti",0.25
"3709","SS36131",0,"Angle.LM_leg.roll_tr",0.25
"3710","SS36131",0,"Angle.LM_leg.th_ta",0.95
"3711","SS36131",0,"Angle.LH_leg.yaw",0.95
"3712","SS36131",0,"Angle.LH_leg.pitch",0.25
"3713","SS36131",0,"Angle.LH_leg.roll",0.25
"3714","SS36131",0,"Angle.LH_leg.th_fe",0.95
"3715","SS36131",0,"Angle.LH_leg.th_ti",0.95
"3716","SS36131",0,"Angle.LH_leg.roll_tr",0.25
"3717","SS36131",0,"Angle.LH_leg.th_ta",0.95
"3718","SS36131",0,"Angle.RF_leg.yaw",0.25
"3719","SS36131",0,"Angle.RF_leg.pitch",0.25
"3720","SS36131",0,"Angle.RF_leg.roll",0.25
"3721","SS36131",0,"Angle.RF_leg.th_fe",0.25
"3722","SS36131",0,"Angle.RF_leg.th_ti",0.25
"3723","SS36131",0,"Angle.RF_leg.roll_tr",0.95
"3724","SS36131",0,"Angle.RF_leg.th_ta",0.95
"3725","SS36131",0,"Angle.RM_leg.yaw",0.25
"3726","SS36131",0,"Angle.RM_leg.pitch",0.95
"3727","SS36131",0,"Angle.RM_leg.roll",0.95
"3728","SS36131",0,"Angle.RM_leg.th_fe",0.25
"3729","SS36131",0,"Angle.RM_leg.th_ti",0.25
"3730","SS36131",0,"Angle.RM_leg.roll_tr",0.95
"3731","SS36131",0,"Angle.RM_leg.th_ta",0.95
"3732","SS36131",0,"Angle.RH_leg.yaw",0.95
"3733","SS36131",0,"Angle.RH_leg.pitch",0.25
"3734","SS36131",0,"Angle.RH_leg.roll",0.25
"3735","SS36131",0,"Angle.RH_leg.th_fe",0.95
"3736","SS36131",0,"Angle.RH_leg.th_ti",0.95
"3737","SS36131",0,"Angle.RH_leg.roll_tr",0.95
"3738","SS36131",0,"Angle.RH_leg.th_ta",0.95
"3739","SS36131",1,"Angle.LF_leg.yaw",0.25
"3740","SS36131",1,"Angle.LF_leg.pitch",0.25
"3741","SS36131",1,"Angle.LF_leg.roll",0.25
"3742","SS36131",1,"Angle.LF_leg.th_fe",0.25
"3743","SS36131",1,"Angle.LF_leg.th_ti",0.25
"3744","SS36131",1,"Angle.LF_leg.roll_tr",0.95
"3745","SS36131",1,"Angle.LF_leg.th_ta",0.25
"3746","SS36131",1,"Angle.LM_leg.yaw",0.25
"3747","SS36131",1,"Angle.LM_leg.pitch",0.95
"3748","SS36131",1,"Angle.LM_leg.roll",0.95
"3749","SS36131",1,"Angle.LM_leg.th_fe",0.25
"3750","SS36131",1,"Angle.LM_leg.th_ti",0.25
"3751","SS36131",1,"Angle.LM_leg.roll_tr",0.25
"3752","SS36131",1,"Angle.LM_leg.th_ta",0.95
"3753","SS36131",1,"Angle.LH_leg.yaw",0.25
"3754","SS36131",1,"Angle.LH_leg.pitch",0.25
"3755","SS36131",1,"Angle.LH_leg.roll",0.25
"3756","SS36131",1,"Angle.LH_leg.th_fe",0.95
"3757","SS36131",1,"Angle.LH_leg.th_ti",0.95
"3758","SS36131",1,"Angle.LH_leg.roll_tr",0.25
"3759","SS36131",1,"Angle.LH_leg.th_ta",0.95
"3760","SS36131",1,"Angle.RF_leg.yaw",0.25
"3761","SS36131",1,"Angle.RF_leg.pitch",0.25
"3762","SS36131",1,"Angle.RF_leg.roll",0.25
"3763","SS36131",1,"Angle.RF_leg.th_fe",0.25
"3764","SS36131",1,"Angle.RF_leg.th_ti",0.25
"3765","SS36131",1,"Angle.RF_leg.roll_tr",0.95
"3766","SS36131",1,"Angle.RF_leg.th_ta",0.95
"3767","SS36131",1,"Angle.RM_leg.yaw",0.25
"3768","SS36131",1,"Angle.RM_leg.pitch",0.95
"3769","SS36131",1,"Angle.RM_leg.roll",0.95
"3770","SS36131",1,"Angle.RM_leg.th_fe",0.25
"3771","SS36131",1,"Angle.RM_leg.th_ti",0.25
"3772","SS36131",1,"Angle.RM_leg.roll_tr",0.95
"3773","SS36131",1,"Angle.RM_leg.th_ta",0.95
"3774","SS36131",1,"Angle.RH_leg.yaw",0.95
"3775","SS36131",1,"Angle.RH_leg.pitch",0.25
"3776","SS36131",1,"Angle.RH_leg.roll",0.25
"3777","SS36131",1,"Angle.RH_leg.th_fe",0.95
"3778","SS36131",1,"Angle.RH_leg.th_ti",0.95
"3779","SS36131",1,"Angle.RH_leg.roll_tr",0.95
"3780","SS36131",1,"Angle.RH_leg.th_ta",0.95
