"","Genotype","ROI","Fold","r.squared","adj.r.squared","F p-value","lambda","Regressor","Coefficient"
"1","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"(Intercept)",0.384067885831134
"2","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LF_leg.yaw.conv",-0.817242133192516
"3","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LF_leg.pitch.conv",0.573101314424041
"4","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LF_leg.roll.conv",-0.0176393603446964
"5","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LF_leg.th_fe.conv",-0.116845239634146
"6","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LF_leg.th_ti.conv",0.132581227686669
"7","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LF_leg.roll_tr.conv",-0.0496865134277688
"8","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LF_leg.th_ta.conv",-0.181775158965873
"9","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LM_leg.yaw.conv",0.258738799373124
"10","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LM_leg.pitch.conv",0.482055689538409
"11","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LM_leg.roll.conv",0.218530448811798
"12","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LM_leg.th_fe.conv",-0.0508305115447913
"13","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LM_leg.th_ti.conv",0.0856623484473158
"14","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LM_leg.roll_tr.conv",-0.195952691992985
"15","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LM_leg.th_ta.conv",0.29310665441855
"16","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LH_leg.yaw.conv",-0.0273226327960599
"17","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LH_leg.pitch.conv",-0.146066594513739
"18","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LH_leg.roll.conv",-0.330329178776957
"19","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LH_leg.th_fe.conv",-0.165095572767053
"20","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LH_leg.th_ti.conv",0.0186940288964765
"21","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LH_leg.roll_tr.conv",-0.122881821759733
"22","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LH_leg.th_ta.conv",0.0900848687625429
"23","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RF_leg.yaw.conv",-0.349160010860559
"24","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RF_leg.pitch.conv",-0.72154024073218
"25","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RF_leg.roll.conv",-0.0529781616607282
"26","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RF_leg.th_fe.conv",0.310015848925282
"27","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RF_leg.th_ti.conv",0.0163714324417161
"28","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RF_leg.roll_tr.conv",0.125019708127525
"29","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RF_leg.th_ta.conv",-0.00215203399435613
"30","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RM_leg.yaw.conv",-0.630123014812383
"31","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RM_leg.pitch.conv",0.39893295707008
"32","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RM_leg.roll.conv",0.362833078157909
"33","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RM_leg.th_fe.conv",0.145538855160273
"34","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RM_leg.th_ti.conv",-0.0462200405570986
"35","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RM_leg.roll_tr.conv",0.0171202819427317
"36","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RM_leg.th_ta.conv",-0.306123610614821
"37","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RH_leg.yaw.conv",-0.0454316927371291
"38","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RH_leg.pitch.conv",-0.238887862288587
"39","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RH_leg.roll.conv",0.142175205873371
"40","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RH_leg.th_fe.conv",0.0534916147149261
"41","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RH_leg.th_ti.conv",0.114616989432107
"42","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RH_leg.roll_tr.conv",-0.186013018042342
"43","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RH_leg.th_ta.conv",0.0190967680341846
"44","iav",0,2,0.591982173473481,0.584339993990801,0,0.00751484927194875,"(Intercept)",0.401679548055748
"45","iav",0,2,0.591982173473481,0.584339993990801,0,0.00751484927194875,"Angle.LF_leg.yaw.conv",-0.819717520473493
"46","iav",0,2,0.591982173473481,0.584339993990801,0,0.00751484927194875,"Angle.LF_leg.pitch.conv",0.574979345744619
"47","iav",0,2,0.591982173473481,0.584339993990801,0,0.00751484927194875,"Angle.LF_leg.roll.conv",-0.016314447044265
"48","iav",0,2,0.591982173473481,0.584339993990801,0,0.00751484927194875,"Angle.LF_leg.th_fe.conv",-0.123666514848302
"49","iav",0,2,0.591982173473481,0.584339993990801,0,0.00751484927194875,"Angle.LF_leg.th_ti.conv",0.132214627817848
