"","Genotype","ROI","Fold","r.squared","adj.r.squared","F.p.value","lambda","Regressor","adj.r.sq.w.o.explained.variance","r.sq.w.o.explained.variance","adj.r.sq.only.explained.variance","r.sq.only.explained.variance"
"1","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LF_leg.yaw",0.5695222283154,0.577451064182008,0.0181560203202847,0.0362402984725166
"2","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LF_leg.pitch",0.57641628738651,0.584218143728448,0.0190663591581969,0.0371338700631896
"3","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LF_leg.roll",0.588221433272775,0.595805854313123,-0.00779483734609987,0.0107674215627904
"4","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LF_leg.th_fe",0.579393039216687,0.587140067694726,-0.0237011376835154,-0.00484590558781739
"5","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LF_leg.th_ti",0.578254625396474,0.586022621963744,0.00166829327132412,0.0200562537276924
"6","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LF_leg.roll_tr",0.586166062002546,0.593788340285518,-0.00901758240259998,0.00956719786627092
"7","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LF_leg.th_ta",0.564832049344435,0.572847272155251,0.00464533209825724,0.0229784594046235
"8","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LM_leg.yaw",0.583012906992206,0.590693262254254,-0.0128951716562029,0.005761028720214
"9","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LM_leg.pitch",0.585958169627141,0.593584277014961,-0.0101790767087173,0.00842709676165887
"10","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LM_leg.roll",0.583862753768442,0.591527455967676,-0.00404761270472909,0.0144456272417641
"11","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LM_leg.th_fe",0.587962984989698,0.595552166308396,-0.0184909437958376,0.000268323363025402
"12","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LM_leg.th_ti",0.58584510442433,0.59347329432487,0.00358053806884873,0.0219332774844718
"13","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LM_leg.roll_tr",0.586227743313453,0.59384888550759,-0.0162575001325262,0.00246062992382301
"14","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LM_leg.th_ta",0.575187346054881,0.583011837884059,-0.0174026284486417,0.00133659336914538
"15","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LH_leg.yaw",0.586987722297928,0.594594866676088,-0.00352298492619796,0.0149605920648056
"16","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LH_leg.pitch",0.586350268704636,0.593969154141792,0.0152887875262667,0.0334258763454145
"17","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LH_leg.roll",0.586383699824211,0.594001969503999,-0.00312908379157006,0.0153472380572415
"18","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LH_leg.th_fe",0.580709521001973,0.588432301612449,0.0532156070718336,0.0706541336262158
"19","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LH_leg.th_ti",0.587784357117411,0.595376828527198,0.00174912953502904,0.0201356010934584
"20","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LH_leg.roll_tr",0.585757978256729,0.593387772906987,0.0343009764639932,0.052087885702527
"21","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LH_leg.th_ta",0.586086925561328,0.593710661433739,-0.00722108403393751,0.0113306070915753
"22","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RF_leg.yaw",0.578608180249519,0.586369664800179,-0.00800913272696091,0.0105570732217386
"23","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RF_leg.pitch",0.5757082019021,0.583523100249815,0.0152792316068272,0.0334164964334759
"24","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RF_leg.roll",0.584271967297955,0.591929132320769,-0.0171732064134245,0.00156178975142285
"25","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RF_leg.th_fe",0.566664078768334,0.574645558000364,-0.00658067746089386,0.0119592182156096
"26","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RF_leg.th_ti",0.587342032670705,0.594942651116573,-0.000697315995892955,0.0177342158800421
"27","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RF_leg.roll_tr",0.572860874636124,0.58072821701704,0.00116420806220152,0.019561453106878
"28","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RF_leg.th_ta",0.587677666843531,0.59527210334821,-0.00114802667303238,0.0172918067023469
"29","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RM_leg.yaw",0.575222168904713,0.583046019342677,0.00688559998830574,0.0251774644988535
"30","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RM_leg.pitch",0.584056734375877,0.59171786370678,-0.018723317010001,4.02301586468479e-05
"31","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RM_leg.roll",0.573571521580985,0.581425774777382,0.0291062250710483,0.0469888148159212
"32","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RM_leg.th_fe",0.581000871439419,0.588718285757022,-0.0100280265802899,0.00857536474486364
"33","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RM_leg.th_ti",0.587114280410825,0.594719093754561,-0.0151518287901369,0.00354593625047206
"34","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RM_leg.roll_tr",0.587567790357493,0.595164250642912,-0.0138768679613714,0.00479741397322697
"35","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RM_leg.th_ta",0.569061159955198,0.576998488096185,0.010798976118558,0.0290187613742359
"36","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RH_leg.yaw",0.58760579396721,0.59520155427599,0.123994602391179,0.140129472697541
"37","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RH_leg.pitch",0.581300818114449,0.589012707807758,0.00320066528368368,0.0215604014577039
"38","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RH_leg.roll",0.584470578705228,0.592124085566452,0.0257689608987527,0.0437130186719562
"39","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RH_leg.th_fe",0.58651443511079,0.594130296818093,0.0861138007462732,0.102946385728035
"40","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RH_leg.th_ti",0.579710636762107,0.587451815509974,0.0348301522133116,0.0526073147286998
"41","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RH_leg.roll_tr",0.581025588779745,0.588742547836363,-0.0118185412156264,0.00681782904036665
"42","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RH_leg.th_ta",0.587044166732122,0.594650271477846,0.0226045353820853,0.0406068777223074
"43","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LF_leg.yaw",0.5695222283154,0.577451064182008,0.0181560203202847,0.0362402984725166
"44","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LF_leg.pitch",0.57641628738651,0.584218143728448,0.0190663591581969,0.0371338700631896
"45","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LF_leg.roll",0.588221433272775,0.595805854313123,-0.00779483734609987,0.0107674215627904
"46","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LF_leg.th_fe",0.579393039216687,0.587140067694726,-0.0237011376835154,-0.00484590558781739
"47","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LF_leg.th_ti",0.578254625396474,0.586022621963744,0.00166829327132412,0.0200562537276924
"48","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LF_leg.roll_tr",0.586166062002546,0.593788340285518,-0.00901758240259998,0.00956719786627092
"49","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LF_leg.th_ta",0.564832049344435,0.572847272155251,0.00464533209825724,0.0229784594046235
"50","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LM_leg.yaw",0.583012906992206,0.590693262254254,-0.0128951716562029,0.005761028720214
"51","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LM_leg.pitch",0.585958169627141,0.593584277014961,-0.0101790767087173,0.00842709676165887
"52","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LM_leg.roll",0.583862753768442,0.591527455967676,-0.00404761270472909,0.0144456272417641
"53","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LM_leg.th_fe",0.587962984989698,0.595552166308396,-0.0184909437958376,0.000268323363025402
"54","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LM_leg.th_ti",0.58584510442433,0.59347329432487,0.00358053806884873,0.0219332774844718
"55","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LM_leg.roll_tr",0.586227743313453,0.59384888550759,-0.0162575001325262,0.00246062992382301
"56","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LM_leg.th_ta",0.575187346054881,0.583011837884059,-0.0174026284486417,0.00133659336914538
"57","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LH_leg.yaw",0.586987722297928,0.594594866676088,-0.00352298492619796,0.0149605920648056
"58","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LH_leg.pitch",0.586350268704636,0.593969154141792,0.0152887875262667,0.0334258763454145
"59","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LH_leg.roll",0.586383699824211,0.594001969503999,-0.00312908379157006,0.0153472380572415
"60","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LH_leg.th_fe",0.580709521001973,0.588432301612449,0.0532156070718336,0.0706541336262158
"61","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LH_leg.th_ti",0.587784357117411,0.595376828527198,0.00174912953502904,0.0201356010934584
"62","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LH_leg.roll_tr",0.585757978256729,0.593387772906987,0.0343009764639932,0.052087885702527
"63","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.LH_leg.th_ta",0.586086925561328,0.593710661433739,-0.00722108403393751,0.0113306070915753
"64","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RF_leg.yaw",0.578608180249519,0.586369664800179,-0.00800913272696091,0.0105570732217386
"65","iav",0,1,0.595213144430129,0.587617601602502,0,0.00745338242070077,"Angle.RF_leg.pitch",0.5757082019021,0.583523100249815,0.0152792316068272,0.0334164964334759
