"","Position","Window.size","r.squared","Fold","ROI"
"586","masked_pre",291,0.514864252229526,4,0
"587","masked_pre",291,0.548287841020983,10,0
"588","masked_pre",291,0.51769467379484,8,0
"589","masked_pre",291,0.530942685397094,5,0
"590","masked_pre",291,0.527544727996567,9,0
"591","masked_pre",291,0.627409164395733,3,1
"592","masked_pre",291,0.624246069821916,2,1
"593","masked_pre",291,0.64542580931109,1,1
"594","masked_pre",291,0.640088112368892,6,1
"595","masked_pre",291,0.640815504994924,7,1
"596","masked_pre",291,0.652321833070432,4,1
"597","masked_pre",291,0.619288654748172,10,1
"598","masked_pre",291,0.661971342956908,8,1
"599","masked_pre",291,0.621912539768439,5,1
"600","masked_pre",291,0.634579439097325,9,1
"601","masked_pre",301,0.545550809779227,3,0
"602","masked_pre",301,0.556851012222955,2,0
"603","masked_pre",301,0.530228375635733,1,0
"604","masked_pre",301,0.50982562176643,6,0
"605","masked_pre",301,0.501351241639024,7,0
"606","masked_pre",301,0.518005159854197,4,0
"607","masked_pre",301,0.551582195993209,10,0
"608","masked_pre",301,0.521064774591556,8,0
"609","masked_pre",301,0.534605459620805,5,0
"610","masked_pre",301,0.530739303436253,9,0
"611","masked_pre",301,0.629007264065322,3,1
"612","masked_pre",301,0.62591690432025,2,1
"613","masked_pre",301,0.647760746978173,1,1
"614","masked_pre",301,0.64166393236256,6,1
"615","masked_pre",301,0.642398721423366,7,1
"616","masked_pre",301,0.653348122046156,4,1
"617","masked_pre",301,0.620658275114845,10,1
"618","masked_pre",301,0.663155189035498,8,1
"619","masked_pre",301,0.623321855929928,5,1
"620","masked_pre",301,0.63604099986922,9,1
"621","masked_pre",311,0.547770400190243,3,0
"622","masked_pre",311,0.559237434787479,2,0
"623","masked_pre",311,0.532651051711205,1,0
"624","masked_pre",311,0.511690443131248,6,0
"625","masked_pre",311,0.503249981172114,7,0
"626","masked_pre",311,0.520286161555405,4,0
"627","masked_pre",311,0.554046363473641,10,0
"628","masked_pre",311,0.523196377744283,8,0
"629","masked_pre",311,0.53706526460334,5,0
"630","masked_pre",311,0.533081119947477,9,0
"631","masked_pre",311,0.629808581865986,3,1
"632","masked_pre",311,0.62641474397394,2,1
"633","masked_pre",311,0.648604552777594,1,1
"634","masked_pre",311,0.642135746196409,6,1
"635","masked_pre",311,0.642811489528341,7,1
"636","masked_pre",311,0.65400435229446,4,1
"637","masked_pre",311,0.621018862820494,10,1
"638","masked_pre",311,0.664016588079273,8,1
"639","masked_pre",311,0.624120836272284,5,1
"640","masked_pre",311,0.636816286050851,9,1
"641","masked_pre",321,0.549584883202202,3,0
"642","masked_pre",321,0.561325270632995,2,0
"643","masked_pre",321,0.534583151927614,1,0
"644","masked_pre",321,0.51346950913213,6,0
"645","masked_pre",321,0.505105406479012,7,0
"646","masked_pre",321,0.522563310417894,4,0
"647","masked_pre",321,0.55605950776698,10,0
"648","masked_pre",321,0.52492167153053,8,0
"649","masked_pre",321,0.539049199429914,5,0
"650","masked_pre",321,0.535277658971233,9,0
"651","masked_pre",321,0.630719850014418,3,1
"652","masked_pre",321,0.626646792357319,2,1
"653","masked_pre",321,0.649355650342149,1,1
"654","masked_pre",321,0.642122672846519,6,1
"655","masked_pre",321,0.642700734729418,7,1
"656","masked_pre",321,0.654715628765325,4,1
"657","masked_pre",321,0.621246078617974,10,1
"658","masked_pre",321,0.664399416174843,8,1
"659","masked_pre",321,0.624854715094159,5,1
"660","masked_pre",321,0.637173661272391,9,1
"661","masked_pre",331,0.552545718851157,3,0
"662","masked_pre",331,0.563747169386341,2,0
"663","masked_pre",331,0.537633479704778,1,0
"664","masked_pre",331,0.516025468060975,6,0
"665","masked_pre",331,0.507969473308626,7,0
"666","masked_pre",331,0.525695572690354,4,0
"667","masked_pre",331,0.558859171555059,10,0
"668","masked_pre",331,0.527480734038887,8,0
"669","masked_pre",331,0.542098500160183,5,0
"670","masked_pre",331,0.538067783574564,9,0
"671","masked_pre",331,0.632642304407778,3,1
"672","masked_pre",331,0.627846864618908,2,1
"673","masked_pre",331,0.65094853891769,1,1
"674","masked_pre",331,0.6429306688116,6,1
"675","masked_pre",331,0.643154360976484,7,1
"676","masked_pre",331,0.655713169533069,4,1
"677","masked_pre",331,0.62228419313388,10,1
"678","masked_pre",331,0.665043571386841,8,1
"679","masked_pre",331,0.626136592549314,5,1
"680","masked_pre",331,0.637568165986979,9,1
"681","masked_pre",341,0.555409947030238,3,0
"682","masked_pre",341,0.566119656876782,2,0
"683","masked_pre",341,0.540940796405994,1,0
"684","masked_pre",341,0.518294069673333,6,0
"685","masked_pre",341,0.510544497648513,7,0
"686","masked_pre",341,0.528511870553977,4,0
"687","masked_pre",341,0.561926191872343,10,0
"688","masked_pre",341,0.529952554541291,8,0
"689","masked_pre",341,0.545149672125217,5,0
"690","masked_pre",341,0.540480428655963,9,0
"691","masked_pre",341,0.634468099891041,3,1
"692","masked_pre",341,0.629646807273829,2,1
"693","masked_pre",341,0.65264456848023,1,1
"694","masked_pre",341,0.643918330620466,6,1
"695","masked_pre",341,0.643954696877322,7,1
"696","masked_pre",341,0.656223046263942,4,1
"697","masked_pre",341,0.623274644937294,10,1
"698","masked_pre",341,0.666002586953206,8,1
"699","masked_pre",341,0.627579338943016,5,1
"700","masked_pre",341,0.638149221899397,9,1
"701","masked_pre",351,0.557192354351717,3,0
"702","masked_pre",351,0.567752480907192,2,0
"703","masked_pre",351,0.542726385646253,1,0
"704","masked_pre",351,0.519347769901034,6,0
"705","masked_pre",351,0.511767998775272,7,0
"706","masked_pre",351,0.529928672362114,4,0
"707","masked_pre",351,0.563982614967808,10,0
"708","masked_pre",351,0.531285633635019,8,0
"709","masked_pre",351,0.546801916445212,5,0
"710","masked_pre",351,0.541747787207872,9,0
"711","masked_pre",351,0.633943742688906,3,1
"712","masked_pre",351,0.63009548494381,2,1
"713","masked_pre",351,0.652454098804148,1,1
"714","masked_pre",351,0.643532248286587,6,1
"715","masked_pre",351,0.643181803176264,7,1
"716","masked_pre",351,0.655307413742583,4,1
"717","masked_pre",351,0.622235778212369,10,1
"718","masked_pre",351,0.665255936727728,8,1
"719","masked_pre",351,0.627172759671589,5,1
"720","masked_pre",351,0.637595957644576,9,1
"721","masked_pre",361,0.558953059746702,3,0
"722","masked_pre",361,0.568758863539259,2,0
"723","masked_pre",361,0.543900971232835,1,0
"724","masked_pre",361,0.51996854251054,6,0
"725","masked_pre",361,0.512805859185207,7,0
"726","masked_pre",361,0.53117667264151,4,0
"727","masked_pre",361,0.565454964993182,10,0
"728","masked_pre",361,0.532407953189293,8,0
"729","masked_pre",361,0.548099027579344,5,0
"730","masked_pre",361,0.542842579693787,9,0
"731","masked_pre",361,0.63238218290236,3,1
"732","masked_pre",361,0.629527513921031,2,1
"733","masked_pre",361,0.651573821186277,1,1
"734","masked_pre",361,0.642328697072606,6,1
"735","masked_pre",361,0.641374852975969,7,1
"736","masked_pre",361,0.654082668261737,4,1
"737","masked_pre",361,0.620228109527977,10,1
"738","masked_pre",361,0.663564731618692,8,1
"739","masked_pre",361,0.625956476477637,5,1
"740","masked_pre",361,0.636239535052396,9,1
"741","masked_pre",371,0.56169587931059,3,0
"742","masked_pre",371,0.570108429094921,2,0
"743","masked_pre",371,0.546239188967314,1,0
"744","masked_pre",371,0.521294591342225,6,0
"745","masked_pre",371,0.51469600292666,7,0
"746","masked_pre",371,0.533365835207546,4,0
"747","masked_pre",371,0.567612685315873,10,0
"748","masked_pre",371,0.534292517537292,8,0
"749","masked_pre",371,0.550141241970951,5,0
"750","masked_pre",371,0.544799399477294,9,0
"751","masked_pre",371,0.63253911226807,3,1
"752","masked_pre",371,0.629847684180242,2,1
"753","masked_pre",371,0.652072575040721,1,1
"754","masked_pre",371,0.642270788790073,6,1
"755","masked_pre",371,0.640669532808181,7,1
"756","masked_pre",371,0.654166348461683,4,1
"757","masked_pre",371,0.619912610203766,10,1
"758","masked_pre",371,0.663357559507064,8,1
"759","masked_pre",371,0.626170374481959,5,1
"760","masked_pre",371,0.635424140785776,9,1
"761","masked_pre",381,0.56410823294539,3,0
"762","masked_pre",381,0.571160423037894,2,0
"763","masked_pre",381,0.548754515357673,1,0
"764","masked_pre",381,0.522298842556427,6,0
"765","masked_pre",381,0.516449629199529,7,0
"766","masked_pre",381,0.535072707285817,4,0
"767","masked_pre",381,0.569579456324876,10,0
"768","masked_pre",381,0.535731784678929,8,0
"769","masked_pre",381,0.55202782336302,5,0
"770","masked_pre",381,0.5464473755038,9,0
"771","masked_pre",381,0.633409814339638,3,1
"772","masked_pre",381,0.630399184076564,2,1
"773","masked_pre",381,0.653082968845144,1,1
"774","masked_pre",381,0.642402354524328,6,1
"775","masked_pre",381,0.640342451991962,7,1
"776","masked_pre",381,0.654510511795922,4,1
"777","masked_pre",381,0.620444377214144,10,1
"778","masked_pre",381,0.66378045871864,8,1
"779","masked_pre",381,0.62699311133179,5,1
"780","masked_pre",381,0.634674653896403,9,1
"781","masked_pre",391,0.565134427488845,3,0
"782","masked_pre",391,0.571493900732188,2,0
"783","masked_pre",391,0.550215652525181,1,0
"784","masked_pre",391,0.522330821973064,6,0
"785","masked_pre",391,0.517114808447903,7,0
"786","masked_pre",391,0.535547520271824,4,0
"787","masked_pre",391,0.570476513769314,10,0
"788","masked_pre",391,0.535937942151157,8,0
"789","masked_pre",391,0.552925680170493,5,0
"790","masked_pre",391,0.546595450412256,9,0
"791","masked_pre",391,0.631695775055174,3,1
"792","masked_pre",391,0.62923567005907,2,1
"793","masked_pre",391,0.651862645315871,1,1
"794","masked_pre",391,0.640615536673066,6,1
"795","masked_pre",391,0.638290958162606,7,1
"796","masked_pre",391,0.653018134027367,4,1
"797","masked_pre",391,0.618970491720615,10,1
"798","masked_pre",391,0.662190279484544,8,1
"799","masked_pre",391,0.625623773337619,5,1
"800","masked_pre",391,0.63172568110945,9,1
"801","masked_pre",401,0.565647336423734,3,0
"802","masked_pre",401,0.57159713558025,2,0
"803","masked_pre",401,0.551070375927387,1,0
"804","masked_pre",401,0.522171292254543,6,0
"805","masked_pre",401,0.517379072493801,7,0
"806","masked_pre",401,0.535540743286415,4,0
"807","masked_pre",401,0.571054898871951,10,0
"808","masked_pre",401,0.535874618133991,8,0
"809","masked_pre",401,0.553208634156262,5,0
"810","masked_pre",401,0.546130907553318,9,0
"811","masked_pre",401,0.628250854869828,3,1
"812","masked_pre",401,0.626826927438451,2,1
"813","masked_pre",401,0.649136645987126,1,1
"814","masked_pre",401,0.637930638602505,6,1
"815","masked_pre",401,0.635171353643979,7,1
"816","masked_pre",401,0.650453225567704,4,1
"817","masked_pre",401,0.616143530584992,10,1
"818","masked_pre",401,0.659693218434605,8,1
"819","masked_pre",401,0.622844756814829,5,1
"820","masked_pre",401,0.627795041033475,9,1
"821","masked_pre",411,0.566661416991603,3,0
"822","masked_pre",411,0.572391853675183,2,0
"823","masked_pre",411,0.552053940721247,1,0
"824","masked_pre",411,0.522612521853527,6,0
"825","masked_pre",411,0.517832276625926,7,0
"826","masked_pre",411,0.53585412078623,4,0
"827","masked_pre",411,0.572181038747084,10,0
"828","masked_pre",411,0.536352557219466,8,0
"829","masked_pre",411,0.553436664265408,5,0
"830","masked_pre",411,0.546336076611783,9,0
"831","masked_pre",411,0.626258649162877,3,1
"832","masked_pre",411,0.625264598085978,2,1
"833","masked_pre",411,0.647502907322024,1,1
"834","masked_pre",411,0.636852419918392,6,1
"835","masked_pre",411,0.633566356127119,7,1
"836","masked_pre",411,0.649119411308501,4,1
"837","masked_pre",411,0.614259726610073,10,1
"838","masked_pre",411,0.658695490931663,8,1
"839","masked_pre",411,0.621695379516609,5,1
"840","masked_pre",411,0.625715547045465,9,1
"841","masked_pre",421,0.567542817851669,3,0
"842","masked_pre",421,0.572827890444014,2,0
"843","masked_pre",421,0.552988488411871,1,0
"844","masked_pre",421,0.522723469164594,6,0
"845","masked_pre",421,0.517956835201217,7,0
"846","masked_pre",421,0.53567442435105,4,0
"847","masked_pre",421,0.572780323349123,10,0
"848","masked_pre",421,0.536756828487683,8,0
"849","masked_pre",421,0.553068814964419,5,0
"850","masked_pre",421,0.546265773061021,9,0
"851","masked_pre",421,0.624913808424119,3,1
"852","masked_pre",421,0.623738688456686,2,1
"853","masked_pre",421,0.646121093218983,1,1
"854","masked_pre",421,0.635646217607544,6,1
"855","masked_pre",421,0.632033026203265,7,1
"856","masked_pre",421,0.647535333050192,4,1
"857","masked_pre",421,0.612605257366605,10,1
"858","masked_pre",421,0.65742941536012,8,1
"859","masked_pre",421,0.620732354285409,5,1
"860","masked_pre",421,0.62407885593687,9,1
"861","masked_pre",431,0.567529613458101,3,0
"862","masked_pre",431,0.571940212712104,2,0
"863","masked_pre",431,0.553129968437518,1,0
"864","masked_pre",431,0.521665897444297,6,0
"865","masked_pre",431,0.516999363316486,7,0
"866","masked_pre",431,0.534307003793613,4,0
"867","masked_pre",431,0.572062305262706,10,0
"868","masked_pre",431,0.536063327262301,8,0
"869","masked_pre",431,0.551864549904003,5,0
"870","masked_pre",431,0.545206157259533,9,0
"871","masked_pre",431,0.621798315762153,3,1
"872","masked_pre",431,0.620539017309782,2,1
"873","masked_pre",431,0.642847693567339,1,1
"874","masked_pre",431,0.632243183633508,6,1
"875","masked_pre",431,0.628482166091834,7,1
"876","masked_pre",431,0.643832753846336,4,1
"877","masked_pre",431,0.609690651107858,10,1
"878","masked_pre",431,0.653886943724412,8,1
"879","masked_pre",431,0.617745834469972,5,1
"880","masked_pre",431,0.620787125383216,9,1
"881","masked_pre",441,0.567061634000455,3,0
"882","masked_pre",441,0.570770926134936,2,0
"883","masked_pre",441,0.552957177323235,1,0
"884","masked_pre",441,0.52030809946218,6,0
"885","masked_pre",441,0.515768625499442,7,0
"886","masked_pre",441,0.532564371380651,4,0
"887","masked_pre",441,0.571000046594881,10,0
"888","masked_pre",441,0.534850868020903,8,0
"889","masked_pre",441,0.550779568440171,5,0
"890","masked_pre",441,0.543932853088606,9,0
"891","masked_pre",441,0.618283793422336,3,1
"892","masked_pre",441,0.617142859203217,2,1
"893","masked_pre",441,0.639306108383484,1,1
"894","masked_pre",441,0.629070892112375,6,1
"895","masked_pre",441,0.62458295716513,7,1
"896","masked_pre",441,0.640362515020097,4,1
"897","masked_pre",441,0.607215351011684,10,1
"898","masked_pre",441,0.650593833727785,8,1
"899","masked_pre",441,0.61478544782366,5,1
"900","masked_pre",441,0.617452547633963,9,1
"901","masked_pre",451,0.567048377710305,3,0
"902","masked_pre",451,0.570402314549345,2,0
"903","masked_pre",451,0.553108237475191,1,0
"904","masked_pre",451,0.519620353058052,6,0
"905","masked_pre",451,0.515137748458899,7,0
"906","masked_pre",451,0.531785499583536,4,0
"907","masked_pre",451,0.570739245517861,10,0
"908","masked_pre",451,0.534277574991972,8,0
"909","masked_pre",451,0.550391994969493,5,0
"910","masked_pre",451,0.543306339126022,9,0
"911","masked_pre",451,0.615984304055017,3,1
"912","masked_pre",451,0.614950955032829,2,1
"913","masked_pre",451,0.63676257359564,1,1
"914","masked_pre",451,0.627448937308969,6,1
"915","masked_pre",451,0.621770633392171,7,1
"916","masked_pre",451,0.638579636785872,4,1
"917","masked_pre",451,0.605792203461948,10,1
"918","masked_pre",451,0.648972876567838,8,1
"919","masked_pre",451,0.612982676177968,5,1
"920","masked_pre",451,0.615226920774053,9,1
"921","masked_pre",461,0.567343001345404,3,0
"922","masked_pre",461,0.570420544704794,2,0
"923","masked_pre",461,0.553452851266565,1,0
"924","masked_pre",461,0.519323818690058,6,0
"925","masked_pre",461,0.515132297112386,7,0
"926","masked_pre",461,0.531561937267827,4,0
"927","masked_pre",461,0.570793902730385,10,0
"928","masked_pre",461,0.534229275408232,8,0
"929","masked_pre",461,0.550054489858924,5,0
"930","masked_pre",461,0.54300332616375,9,0
"931","masked_pre",461,0.614664076791161,3,1
"932","masked_pre",461,0.613497427547194,2,1
"933","masked_pre",461,0.635096982804539,1,1
"934","masked_pre",461,0.626106578954962,6,1
"935","masked_pre",461,0.619443286893757,7,1
"936","masked_pre",461,0.637578268417831,4,1
"937","masked_pre",461,0.60462200685113,10,1
"938","masked_pre",461,0.64775637633673,8,1
"939","masked_pre",461,0.611621896992345,5,1
"940","masked_pre",461,0.613530881098002,9,1
"941","masked_pre",471,0.567541071925389,3,0
"942","masked_pre",471,0.570155953723906,2,0
"943","masked_pre",471,0.553385931810396,1,0
"944","masked_pre",471,0.518840966579553,6,0
"945","masked_pre",471,0.515265382755056,7,0
"946","masked_pre",471,0.531012017919424,4,0
"947","masked_pre",471,0.570560179024503,10,0
"948","masked_pre",471,0.533689596253462,8,0
"949","masked_pre",471,0.549265394352148,5,0
"950","masked_pre",471,0.5426465770945,9,0
"951","masked_pre",471,0.613055671037642,3,1
"952","masked_pre",471,0.611310536714811,2,1
"953","masked_pre",471,0.633276454497318,1,1
"954","masked_pre",471,0.623945937685906,6,1
"955","masked_pre",471,0.616701801818567,7,1
"956","masked_pre",471,0.63600847627024,4,1
"957","masked_pre",471,0.602903789951554,10,1
"958","masked_pre",471,0.645737980458927,8,1
"959","masked_pre",471,0.609765933811602,5,1
"960","masked_pre",471,0.610988294764787,9,1
"961","masked_pre",481,0.567507570007266,3,0
"962","masked_pre",481,0.569500921972512,2,0
"963","masked_pre",481,0.552988326091241,1,0
"964","masked_pre",481,0.518101001824641,6,0
"965","masked_pre",481,0.515088711961612,7,0
"966","masked_pre",481,0.530125400679323,4,0
"967","masked_pre",481,0.569961567154336,10,0
"968","masked_pre",481,0.532899951716467,8,0
"969","masked_pre",481,0.548378738755387,5,0
"970","masked_pre",481,0.541991591573382,9,0
"971","masked_pre",481,0.610572580005477,3,1
"972","masked_pre",481,0.60843399332967,2,1
"973","masked_pre",481,0.630741091419477,1,1
"974","masked_pre",481,0.62120676040317,6,1
"975","masked_pre",481,0.613501675194624,7,1
"976","masked_pre",481,0.633384187585944,4,1
"977","masked_pre",481,0.600486837533286,10,1
"978","masked_pre",481,0.643189231501111,8,1
"979","masked_pre",481,0.607255364138097,5,1
"980","masked_pre",481,0.607437228286551,9,1
"981","masked_pre",491,0.56783027117947,3,0
"982","masked_pre",491,0.56907526803649,2,0
"983","masked_pre",491,0.55295287195316,1,0
"984","masked_pre",491,0.517566194275334,6,0
"985","masked_pre",491,0.514973996478863,7,0
"986","masked_pre",491,0.529638460488108,4,0
"987","masked_pre",491,0.569660819484227,10,0
"988","masked_pre",491,0.532533608624954,8,0
"989","masked_pre",491,0.54796816399563,5,0
"990","masked_pre",491,0.541483209287496,9,0
"991","masked_pre",491,0.608010725974339,3,1
"992","masked_pre",491,0.606188539299219,2,1
"993","masked_pre",491,0.628159094605718,1,1
"994","masked_pre",491,0.618939132642463,6,1
"995","masked_pre",491,0.610700843203251,7,1
"996","masked_pre",491,0.630867713897778,4,1
"997","masked_pre",491,0.597977585540874,10,1
"998","masked_pre",491,0.641032750917549,8,1
"999","masked_pre",491,0.604637198625392,5,1
"1000","masked_pre",491,0.604094818894494,9,1
"1001","masked_pre",501,0.568795404879656,3,0
"1002","masked_pre",501,0.569443309100008,2,0
"1003","masked_pre",501,0.553439877578697,1,0
"1004","masked_pre",501,0.517656144899236,6,0
"1005","masked_pre",501,0.515286184208271,7,0
"1006","masked_pre",501,0.529817448043866,4,0
"1007","masked_pre",501,0.570064516765949,10,0
"1008","masked_pre",501,0.532873591851167,8,0
"1009","masked_pre",501,0.548005591531981,5,0
"1010","masked_pre",501,0.541596366576487,9,0
"1011","masked_pre",501,0.606251543964913,3,1
"1012","masked_pre",501,0.604946308076243,2,1
"1013","masked_pre",501,0.626218518394398,1,1
"1014","masked_pre",501,0.617446862750511,6,1
"1015","masked_pre",501,0.608766740767651,7,1
"1016","masked_pre",501,0.629465450245232,4,1
"1017","masked_pre",501,0.596221566526702,10,1
"1018","masked_pre",501,0.639739702469256,8,1
"1019","masked_pre",501,0.602682241764416,5,1
"1020","masked_pre",501,0.602014176747557,9,1
"1021","masked_pre",511,0.569438393254082,3,0
"1022","masked_pre",511,0.569494835166846,2,0
"1023","masked_pre",511,0.553286495928086,1,0
"1024","masked_pre",511,0.51746953869436,6,0
"1025","masked_pre",511,0.515364602673271,7,0
"1026","masked_pre",511,0.529792157468628,4,0
"1027","masked_pre",511,0.570117499629313,10,0
"1028","masked_pre",511,0.533024080252059,8,0
"1029","masked_pre",511,0.547651979766497,5,0
"1030","masked_pre",511,0.54161653212395,9,0
"1031","masked_pre",511,0.604841354338913,3,1
"1032","masked_pre",511,0.603437318817851,2,1
"1033","masked_pre",511,0.624033111745346,1,1
"1034","masked_pre",511,0.61579153339906,6,1
"1035","masked_pre",511,0.606551257950605,7,1
"1036","masked_pre",511,0.628152427351896,4,1
"1037","masked_pre",511,0.594402618066931,10,1
"1038","masked_pre",511,0.637978399749293,8,1
"1039","masked_pre",511,0.600744671782846,5,1
"1040","masked_pre",511,0.600117640161369,9,1
"1041","masked_pre",521,0.569435188121559,3,0
"1042","masked_pre",521,0.568734911860282,2,0
"1043","masked_pre",521,0.552490746800574,1,0
"1044","masked_pre",521,0.516778955197209,6,0
"1045","masked_pre",521,0.515076956595332,7,0
"1046","masked_pre",521,0.529527613138504,4,0
"1047","masked_pre",521,0.569407678253647,10,0
"1048","masked_pre",521,0.53257644359813,8,0
"1049","masked_pre",521,0.546812720184469,5,0
"1050","masked_pre",521,0.541287595999343,9,0
"1051","masked_pre",521,0.602885917620271,3,1
"1052","masked_pre",521,0.600923129830092,2,1
"1053","masked_pre",521,0.62101398007134,1,1
"1054","masked_pre",521,0.613161863429464,6,1
"1055","masked_pre",521,0.60352223246038,7,1
"1056","masked_pre",521,0.625423893685515,4,1
"1057","masked_pre",521,0.591541541082001,10,1
"1058","masked_pre",521,0.635308516950682,8,1
"1059","masked_pre",521,0.598003170586099,5,1
"1060","masked_pre",521,0.597038977094457,9,1
"1061","masked_pre",531,0.569455526997114,3,0
"1062","masked_pre",531,0.567716316914763,2,0
"1063","masked_pre",531,0.55185712017571,1,0
"1064","masked_pre",531,0.516069849523117,6,0
"1065","masked_pre",531,0.514717330287661,7,0
"1066","masked_pre",531,0.529482803651942,4,0
"1067","masked_pre",531,0.568637269854285,10,0
"1068","masked_pre",531,0.532265760191389,8,0
"1069","masked_pre",531,0.546102810515005,5,0
"1070","masked_pre",531,0.541035595789586,9,0
"1071","masked_pre",531,0.600631230207403,3,1
"1072","masked_pre",531,0.598013476475802,2,1
"1073","masked_pre",531,0.618034655677863,1,1
"1074","masked_pre",531,0.610422594690016,6,1
"1075","masked_pre",531,0.600496701909984,7,1
"1076","masked_pre",531,0.622304948821981,4,1
"1077","masked_pre",531,0.588498362509686,10,1
"1078","masked_pre",531,0.632627854151226,8,1
"1079","masked_pre",531,0.594986398901188,5,1
"1080","masked_pre",531,0.593349302490943,9,1
"1081","masked_pre",541,0.569725740391529,3,0
"1082","masked_pre",541,0.566934324756131,2,0
"1083","masked_pre",541,0.551531768224139,1,0
"1084","masked_pre",541,0.51567104499035,6,0
"1085","masked_pre",541,0.514612903143664,7,0
"1086","masked_pre",541,0.529650348850418,4,0
"1087","masked_pre",541,0.568282684815701,10,0
"1088","masked_pre",541,0.532271759200639,8,0
"1089","masked_pre",541,0.545802749240464,5,0
"1090","masked_pre",541,0.540907082376722,9,0
"1091","masked_pre",541,0.598764372672498,3,1
"1092","masked_pre",541,0.595921837061063,2,1
"1093","masked_pre",541,0.615795724855154,1,1
"1094","masked_pre",541,0.608344324152176,6,1
"1095","masked_pre",541,0.598091040013383,7,1
"1096","masked_pre",541,0.620067080565279,4,1
"1097","masked_pre",541,0.585954140395788,10,1
"1098","masked_pre",541,0.63065566808676,8,1
"1099","masked_pre",541,0.592634929570882,5,1
"1100","masked_pre",541,0.590336382454473,9,1
"1101","masked_pre",551,0.569669209389069,3,0
"1102","masked_pre",551,0.565972527915929,2,0
"1103","masked_pre",551,0.550888949188251,1,0
"1104","masked_pre",551,0.514976710644752,6,0
"1105","masked_pre",551,0.514219436040711,7,0
"1106","masked_pre",551,0.529477410052371,4,0
"1107","masked_pre",551,0.56774667498819,10,0
"1108","masked_pre",551,0.532036526125856,8,0
"1109","masked_pre",551,0.545209802861363,5,0
"1110","masked_pre",551,0.540135133229624,9,0
"1111","masked_pre",551,0.596703454467107,3,1
"1112","masked_pre",551,0.593877779544937,2,1
"1113","masked_pre",551,0.613011783360234,1,1
"1114","masked_pre",551,0.606121676359717,6,1
"1115","masked_pre",551,0.595354948068715,7,1
"1116","masked_pre",551,0.617815126378946,4,1
"1117","masked_pre",551,0.582829258982413,10,1
"1118","masked_pre",551,0.62812476347733,8,1
"1119","masked_pre",551,0.590061709174534,5,1
"1120","masked_pre",551,0.586921146006022,9,1
"1121","masked_pre",561,0.56894494039556,3,0
"1122","masked_pre",561,0.564441486433316,2,0
"1123","masked_pre",561,0.549764567167049,1,0
"1124","masked_pre",561,0.513659695806634,6,0
"1125","masked_pre",561,0.513097196179297,7,0
"1126","masked_pre",561,0.528826448309343,4,0
"1127","masked_pre",561,0.566709835093364,10,0
"1128","masked_pre",561,0.531121627893063,8,0
"1129","masked_pre",561,0.544048953849778,5,0
"1130","masked_pre",561,0.538686083634774,9,0
"1131","masked_pre",561,0.593869776535471,3,1
"1132","masked_pre",561,0.590964918087913,2,1
"1133","masked_pre",561,0.609095985341034,1,1
"1134","masked_pre",561,0.602858104395281,6,1
"1135","masked_pre",561,0.591792369308108,7,1
"1136","masked_pre",561,0.614523885806069,4,1
"1137","masked_pre",561,0.578652725495127,10,1
"1138","masked_pre",561,0.624770938400277,8,1
"1139","masked_pre",561,0.586649942584561,5,1
"1140","masked_pre",561,0.582138518701762,9,1
"1141","masked_pre",571,0.567608889517556,3,0
"1142","masked_pre",571,0.562550543564861,2,0
"1143","masked_pre",571,0.548283620668667,1,0
"1144","masked_pre",571,0.512041903670546,6,0
"1145","masked_pre",571,0.51136845125592,7,0
"1146","masked_pre",571,0.527532763637265,4,0
"1147","masked_pre",571,0.565257224363564,10,0
"1148","masked_pre",571,0.529426781272702,8,0
"1149","masked_pre",571,0.542494822193061,5,0
"1150","masked_pre",571,0.536807648315486,9,0
"1151","masked_pre",571,0.590411257805346,3,1
"1152","masked_pre",571,0.587311069392473,2,1
"1153","masked_pre",571,0.604637237547347,1,1
"1154","masked_pre",571,0.599021146338009,6,1
"1155","masked_pre",571,0.587766248883722,7,1
"1156","masked_pre",571,0.610485394785237,4,1
"1157","masked_pre",571,0.573948208093331,10,1
"1158","masked_pre",571,0.620989638537128,8,1
"1159","masked_pre",571,0.582628479553719,5,1
"1160","masked_pre",571,0.576389692638437,9,1
"1161","masked_pre",581,0.56608095565445,3,0
"1162","masked_pre",581,0.560323648899058,2,0
"1163","masked_pre",581,0.546519521517598,1,0
"1164","masked_pre",581,0.510424505955533,6,0
"1165","masked_pre",581,0.509258604112495,7,0
"1166","masked_pre",581,0.525915815697889,4,0
"1167","masked_pre",581,0.563391928264229,10,0
"1168","masked_pre",581,0.527718739775966,8,0
"1169","masked_pre",581,0.540641320703618,5,0
"1170","masked_pre",581,0.534522486118243,9,0
"1171","masked_pre",581,0.587022683130894,3,1
"1172","masked_pre",581,0.583847004470966,2,1
"1173","masked_pre",581,0.600544966755555,1,1
"1174","masked_pre",581,0.595563614219399,6,1
"1175","masked_pre",581,0.583958372476504,7,1
"1176","masked_pre",581,0.606367461822811,4,1
"1177","masked_pre",581,0.569500399458828,10,1
"1178","masked_pre",581,0.617414032780797,8,1
"1179","masked_pre",581,0.578842077770852,5,1
"1180","masked_pre",581,0.571052394392439,9,1
"1181","masked_pre",591,0.564974297999651,3,0
"1182","masked_pre",591,0.557989162589186,2,0
"1183","masked_pre",591,0.545023737791765,1,0
"1184","masked_pre",591,0.508963464953996,6,0
