"","Genotype","ROI","Fold","r.squared","adj.r.squared","F p-value","lambda","Regressor","Coefficient"
"48","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LF_leg.th_fe.conv",-0.0363095878676223
"49","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LF_leg.th_ti.conv",0.154565576209031
"50","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LF_leg.roll_tr.conv",0.131039172612074
"51","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LF_leg.th_ta.conv",-0.0726702203755386
"52","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LM_leg.yaw.conv",0.152636498358584
"53","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LM_leg.pitch.conv",-0.0759833833884129
"54","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LM_leg.roll.conv",0.17572733708764
"55","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LM_leg.th_fe.conv",-0.225029135365966
"56","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LM_leg.th_ti.conv",0.0961828662671003
"57","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LM_leg.roll_tr.conv",-0.250541651714926
"58","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LM_leg.th_ta.conv",0.321341074058134
"59","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LH_leg.yaw.conv",0.0688078234302326
"60","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LH_leg.pitch.conv",-0.00644445225913188
"61","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LH_leg.roll.conv",-0.578700308098758
"62","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LH_leg.th_fe.conv",-0.225067308673308
"63","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LH_leg.th_ti.conv",-0.0362366308454588
"64","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LH_leg.roll_tr.conv",-0.212772935725737
"65","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LH_leg.th_ta.conv",0.500184422316331
"66","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RF_leg.yaw.conv",-0.510490488233885
"67","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RF_leg.pitch.conv",0.231911437074792
"68","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RF_leg.roll.conv",-0.150509572642235
"69","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RF_leg.th_fe.conv",0.128436185883078
"70","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RF_leg.th_ti.conv",-0.0739969277217094
"71","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RF_leg.roll_tr.conv",0.182432687952575
"72","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RF_leg.th_ta.conv",0.0449409852586339
"73","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RM_leg.yaw.conv",-0.591266193687735
"74","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RM_leg.pitch.conv",0.361359517425687
"75","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RM_leg.roll.conv",0.340898267167433
"76","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RM_leg.th_fe.conv",0.0378223217536254
"77","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RM_leg.th_ti.conv",-0.171887744140291
"78","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RM_leg.roll_tr.conv",-0.249485988897727
"79","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RM_leg.th_ta.conv",0.0616311639627565
"80","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RH_leg.yaw.conv",0.0275177441506933
"81","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RH_leg.pitch.conv",0.262566084703936
"82","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RH_leg.roll.conv",0.377531423157806
"83","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RH_leg.th_fe.conv",-0.00579466760073395
"84","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RH_leg.th_ti.conv",0.141820032288954
"85","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RH_leg.roll_tr.conv",0.0730476647639019
"86","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RH_leg.th_ta.conv",0.536280230259821
"87","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"(Intercept)",-0.125988438220905
"88","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.LF_leg.yaw.conv",-0.512087832103195
"89","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.LF_leg.pitch.conv",0.806472913513731
"90","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.LF_leg.roll.conv",-0.182859792302306
"91","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.LF_leg.th_fe.conv",-0.0374173557266943
"92","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.LF_leg.th_ti.conv",0.155883855113304
"93","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.LF_leg.roll_tr.conv",0.12597278648615
"94","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.LF_leg.th_ta.conv",-0.0774384047979411
"95","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.LM_leg.yaw.conv",0.14430481868742
"96","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.LM_leg.pitch.conv",-0.0721957435542463
"97","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.LM_leg.roll.conv",0.181088351506504
"98","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.LM_leg.th_fe.conv",-0.218353509304693
"99","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.LM_leg.th_ti.conv",0.0960835723869387
"100","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.LM_leg.roll_tr.conv",-0.245993680278857
"101","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.LM_leg.th_ta.conv",0.323252919534334
"102","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.LH_leg.yaw.conv",0.063566060674676
"103","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.LH_leg.pitch.conv",-0.00950683820886493
"104","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.LH_leg.roll.conv",-0.593547881303927
"105","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.LH_leg.th_fe.conv",-0.229837247764354
"106","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.LH_leg.th_ti.conv",-0.0387369622577513
"107","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.LH_leg.roll_tr.conv",-0.210042518375936
"108","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.LH_leg.th_ta.conv",0.507017719511638
"109","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.RF_leg.yaw.conv",-0.515837528683721
"110","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.RF_leg.pitch.conv",0.235666102717177
"111","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.RF_leg.roll.conv",-0.150886004097623
"112","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.RF_leg.th_fe.conv",0.135016673229247
"113","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.RF_leg.th_ti.conv",-0.0722092531128895
"114","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.RF_leg.roll_tr.conv",0.18267627948957
"115","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.RF_leg.th_ta.conv",0.0437829495960686
"116","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.RM_leg.yaw.conv",-0.588587893165793
"117","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.RM_leg.pitch.conv",0.344589243034747
"118","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.RM_leg.roll.conv",0.352467711455272
"119","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.RM_leg.th_fe.conv",0.0419585845097231
"120","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.RM_leg.th_ti.conv",-0.170411521168869
"121","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.RM_leg.roll_tr.conv",-0.245896019655136
"122","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.RM_leg.th_ta.conv",0.0591140531618752
"123","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.RH_leg.yaw.conv",0.0155267277935219
"124","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.RH_leg.pitch.conv",0.260767365409331
"125","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.RH_leg.roll.conv",0.368519280815826
"126","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.RH_leg.th_fe.conv",-0.00194855029261512
"127","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.RH_leg.th_ti.conv",0.140611687820418
"128","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.RH_leg.roll_tr.conv",0.0754085641823776
"129","iav",0,3,0.819207956460537,0.813991578005141,0,0.00948025885908558,"Angle.RH_leg.th_ta.conv",0.53819189518883
"130","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"(Intercept)",-0.170614779173281
"131","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.LF_leg.yaw.conv",-0.507112580099686
"132","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.LF_leg.pitch.conv",0.799663994827151
"133","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.LF_leg.roll.conv",-0.183525750540467
"134","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.LF_leg.th_fe.conv",-0.0379710512466967
"135","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.LF_leg.th_ti.conv",0.155125834829338
"136","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.LF_leg.roll_tr.conv",0.127326761689333
"137","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.LF_leg.th_ta.conv",-0.075067823641308
"138","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.LM_leg.yaw.conv",0.149123919996081
"139","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.LM_leg.pitch.conv",-0.0816652763258032
"140","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.LM_leg.roll.conv",0.179245410150565
"141","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.LM_leg.th_fe.conv",-0.225824939119175
"142","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.LM_leg.th_ti.conv",0.0918215163613753
"143","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.LM_leg.roll_tr.conv",-0.247900509287797
"144","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.LM_leg.th_ta.conv",0.323448477438257
"145","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.LH_leg.yaw.conv",0.0648419356961123
"146","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.LH_leg.pitch.conv",0.000104201767328417
"147","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.LH_leg.roll.conv",-0.594276868962001
"148","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.LH_leg.th_fe.conv",-0.223754080734861
"149","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.LH_leg.th_ti.conv",-0.035073515997594
"150","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.LH_leg.roll_tr.conv",-0.216132848186275
"151","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.LH_leg.th_ta.conv",0.500477916652807
"152","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.RF_leg.yaw.conv",-0.514027417996023
"153","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.RF_leg.pitch.conv",0.253224086948012
"154","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.RF_leg.roll.conv",-0.154721134538669
"155","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.RF_leg.th_fe.conv",0.12688493700611
"156","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.RF_leg.th_ti.conv",-0.0756024036315842
"157","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.RF_leg.roll_tr.conv",0.184055702959692
"158","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.RF_leg.th_ta.conv",0.044557416167962
"159","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.RM_leg.yaw.conv",-0.592440818698261
"160","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.RM_leg.pitch.conv",0.350176401821095
"161","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.RM_leg.roll.conv",0.340322050239574
"162","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.RM_leg.th_fe.conv",0.0368528609101343
"163","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.RM_leg.th_ti.conv",-0.171093825091198
"164","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.RM_leg.roll_tr.conv",-0.251955558623566
"165","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.RM_leg.th_ta.conv",0.063897656410788
"166","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.RH_leg.yaw.conv",0.0235868764812937
"167","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.RH_leg.pitch.conv",0.267531140348988
"168","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.RH_leg.roll.conv",0.378104945087432
"169","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.RH_leg.th_fe.conv",-0.00457522639003708
"170","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.RH_leg.th_ti.conv",0.141988583305041
"171","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.RH_leg.roll_tr.conv",0.0704985426376823
"172","iav",0,4,0.819226712625796,0.814010875340545,0,0.00941353861913196,"Angle.RH_leg.th_ta.conv",0.54140982709425
"173","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"(Intercept)",-0.0871944931867863
"174","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.LF_leg.yaw.conv",-0.49950277181238
"175","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.LF_leg.pitch.conv",0.795291744135496
"176","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.LF_leg.roll.conv",-0.185631540178874
"177","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.LF_leg.th_fe.conv",-0.0264598413438179
"178","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.LF_leg.th_ti.conv",0.157309186575575
"179","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.LF_leg.roll_tr.conv",0.130235027865554
"180","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.LF_leg.th_ta.conv",-0.0741207580386214
"181","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.LM_leg.yaw.conv",0.164976775086554
"182","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.LM_leg.pitch.conv",-0.0573716434282945
"183","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.LM_leg.roll.conv",0.17839948986187
"184","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.LM_leg.th_fe.conv",-0.211631083439544
"185","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.LM_leg.th_ti.conv",0.0920899031494639
"186","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.LM_leg.roll_tr.conv",-0.233726392753735
"187","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.LM_leg.th_ta.conv",0.31994277673764
"188","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.LH_leg.yaw.conv",0.0674569581997502
"189","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.LH_leg.pitch.conv",-0.0163651361153651
"190","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.LH_leg.roll.conv",-0.588505159730412
"191","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.LH_leg.th_fe.conv",-0.22089473324916
"192","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.LH_leg.th_ti.conv",-0.0387971502346543
"193","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.LH_leg.roll_tr.conv",-0.218003787660462
"194","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.LH_leg.th_ta.conv",0.507322777133636
"195","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.RF_leg.yaw.conv",-0.525223144360944
"196","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.RF_leg.pitch.conv",0.236994300571567
"197","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.RF_leg.roll.conv",-0.154762678361672
"198","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.RF_leg.th_fe.conv",0.120662372729485
"199","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.RF_leg.th_ti.conv",-0.075326370882412
"200","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.RF_leg.roll_tr.conv",0.184819008575249
"201","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.RF_leg.th_ta.conv",0.0487946319872294
"202","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.RM_leg.yaw.conv",-0.591162359642853
"203","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.RM_leg.pitch.conv",0.365206599075467
"204","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.RM_leg.roll.conv",0.350624671253471
"205","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.RM_leg.th_fe.conv",0.0455339201746906
"206","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.RM_leg.th_ti.conv",-0.171018487472535
"207","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.RM_leg.roll_tr.conv",-0.237598416634412
"208","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.RM_leg.th_ta.conv",0.0510098443937035
"209","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.RH_leg.yaw.conv",0.0179600578111724
"210","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.RH_leg.pitch.conv",0.266278659147481
"211","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.RH_leg.roll.conv",0.371420877807653
"212","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.RH_leg.th_fe.conv",-0.00438629724682765
"213","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.RH_leg.th_ti.conv",0.140045024003394
"214","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.RH_leg.roll_tr.conv",0.0675113172389332
"215","iav",0,5,0.817068223210885,0.811786390219086,0,0.00962220064702349,"Angle.RH_leg.th_ta.conv",0.542225343934949
"216","iav",0,6,0.823273945869481,0.818171292193881,0,0.00948381268723715,"(Intercept)",-0.0811339981573977
"217","iav",0,6,0.823273945869481,0.818171292193881,0,0.00948381268723715,"Angle.LF_leg.yaw.conv",-0.495211602445657
