"","Genotype","ROI","Fold","r.squared","adj.r.squared","F.p.value","lambda","Regressor","adj.r.sq.w.o.explained.variance","r.sq.w.o.explained.variance","adj.r.sq.only.explained.variance","r.sq.only.explained.variance"
"17","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LH_leg.roll",0.812057402751692,0.817328022783963,-0.000656426521866926,0.0274057578060376
"18","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LH_leg.th_fe",0.813890422723289,0.819109637954715,0.0338108425980386,0.0609064345634833
"19","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LH_leg.th_ti",0.817591906606335,0.822707318254174,-0.0282753834234861,0.000561340735448668
"20","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LH_leg.roll_tr",0.817142727126003,0.822270735462415,0.0340623240197302,0.061150863496605
"21","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LH_leg.th_ta",0.810723424792794,0.816031454603667,0.0968832775287547,0.122210080279316
"22","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RF_leg.yaw",0.811974475285373,0.817247420916905,-0.031305904567992,-0.00238419315397853
"23","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RF_leg.pitch",0.816326243029414,0.821477148662652,0.0295069080102768,0.0567231985517122
"24","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RF_leg.roll",0.81276565020344,0.81801640830307,0.0275819852048161,0.0548522578495511
"25","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RF_leg.th_fe",0.817349274692367,0.822471490655167,-0.0126771758913793,0.0157221156349862
"26","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RF_leg.th_ti",0.81486936714641,0.82006112908006,0.0258482472892438,0.0531671404911186
"27","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RF_leg.roll_tr",0.810934880419147,0.816236980215874,-0.00554409370898012,0.0226551592609707
"28","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RF_leg.th_ta",0.817857889125614,0.822965841619355,-0.0158095411783294,0.0126775936973965
"29","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RM_leg.yaw",0.81008677578606,0.815412659638845,0.00985485913642126,0.0376222673275338
"30","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RM_leg.pitch",0.818234558061407,0.823331947336019,-0.0293428153914572,-0.000476156409891182
"31","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RM_leg.roll",0.814573490485975,0.819773549918311,0.0589178060035793,0.0853093039200316
"32","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RM_leg.th_fe",0.818281470234969,0.82337754391511,-0.0038630821603991,0.0242890288988187
"33","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RM_leg.th_ti",0.813965253585895,0.819182370277398,-0.0109032010057435,0.0174463415669208
"34","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RM_leg.roll_tr",0.81614014338487,0.821296267954788,-0.0145247226493981,0.0139263810637518
"35","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RM_leg.th_ta",0.818168475328755,0.823267717812695,-0.0143482475886283,0.0140979070975097
"36","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RH_leg.yaw",0.818156616915053,0.823256191953687,0.1666358815116,0.190006557885078
"37","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RH_leg.pitch",0.818136663250321,0.823236797865052,-0.00704795178673878,0.0211934750417537
"38","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RH_leg.roll",0.812454566791246,0.817714048844296,0.142207003750683,0.166262758091464
"39","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RH_leg.th_fe",0.818302683140481,0.823398161930659,0.104698700288213,0.1298063290763
"40","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RH_leg.th_ti",0.811380614739323,0.816670214462776,0.0401785419862578,0.0670955596186541
"41","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RH_leg.roll_tr",0.818376789619937,0.823470190184631,0.00185568964934313,0.0298474247549361
"42","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RH_leg.th_ta",0.798736300353208,0.80438049439255,-0.017331957867472,0.0111978713203298
"43","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LF_leg.yaw",0.807723339970221,0.813115503486789,0.0791367751495947,0.104961256831446
"44","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LF_leg.pitch",0.809279162331072,0.8146276947144,-0.033507029924694,-0.0045235906450003
"45","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LF_leg.roll",0.807270607126916,0.81267546698177,-0.0233657680227823,0.00533327198332834
"46","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LF_leg.th_fe",0.818444148860006,0.823535660417284,-0.00953129480056814,0.0187797743422657
"47","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LF_leg.th_ti",0.809691663403956,0.815028627699741,0.117675633657146,0.142419340237213
"48","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LF_leg.roll_tr",0.812648398201767,0.817902444490226,0.0517396680463663,0.0783324680532739
"49","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LF_leg.th_ta",0.815383843610212,0.820561177681335,-0.0187363120031159,0.00983290057699882
"50","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LM_leg.yaw",0.81777035002061,0.822880757441373,-0.0138144463723173,0.0146167385122689
"51","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LM_leg.pitch",0.817775455651014,0.822885719890623,0.0614338384712874,0.0877547773376876
"52","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LM_leg.roll",0.816478334058278,0.821624974484824,0.0428492193988748,0.0696913411530786
"53","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LM_leg.th_fe",0.814590354170828,0.819789940681769,0.0434241051812182,0.0702501049675177
"54","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LM_leg.th_ti",0.816084763204768,0.821242440844032,-0.0136622835108247,0.0147646341526114
"55","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LM_leg.roll_tr",0.813889059656287,0.819108313113258,-0.0328705647703844,-0.00390497437668702
"56","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LM_leg.th_ta",0.812580224921924,0.817836183046548,0.00785703743181709,0.0356804720866019
"57","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LH_leg.yaw",0.817745936712142,0.82285702877425,0.0845187262850609,0.110192277736711
"58","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LH_leg.pitch",0.818288109592309,0.823383997079802,-0.0393693148155945,-0.0102214749336251
"59","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LH_leg.roll",0.812057402751692,0.817328022783963,-0.000656426521866926,0.0274057578060376
"60","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LH_leg.th_fe",0.813890422723289,0.819109637954715,0.0338108425980386,0.0609064345634833
"61","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LH_leg.th_ti",0.817591906606335,0.822707318254174,-0.0282753834234861,0.000561340735448668
"62","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LH_leg.roll_tr",0.817142727126003,0.822270735462415,0.0340623240197302,0.061150863496605
"63","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LH_leg.th_ta",0.810723424792794,0.816031454603667,0.0968832775287547,0.122210080279316
"64","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RF_leg.yaw",0.811974475285373,0.817247420916905,-0.031305904567992,-0.00238419315397853
"65","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RF_leg.pitch",0.816326243029414,0.821477148662652,0.0295069080102768,0.0567231985517122
"66","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RF_leg.roll",0.81276565020344,0.81801640830307,0.0275819852048161,0.0548522578495511
"67","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RF_leg.th_fe",0.817349274692367,0.822471490655167,-0.0126771758913793,0.0157221156349862
"68","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RF_leg.th_ti",0.81486936714641,0.82006112908006,0.0258482472892438,0.0531671404911186
"69","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RF_leg.roll_tr",0.810934880419147,0.816236980215874,-0.00554409370898012,0.0226551592609707
"70","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RF_leg.th_ta",0.817857889125614,0.822965841619355,-0.0158095411783294,0.0126775936973965
"71","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RM_leg.yaw",0.81008677578606,0.815412659638845,0.00985485913642126,0.0376222673275338
"72","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RM_leg.pitch",0.818234558061407,0.823331947336019,-0.0293428153914572,-0.000476156409891182
"73","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RM_leg.roll",0.814573490485975,0.819773549918311,0.0589178060035793,0.0853093039200316
"74","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RM_leg.th_fe",0.818281470234969,0.82337754391511,-0.0038630821603991,0.0242890288988187
"75","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RM_leg.th_ti",0.813965253585895,0.819182370277398,-0.0109032010057435,0.0174463415669208
"76","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RM_leg.roll_tr",0.81614014338487,0.821296267954788,-0.0145247226493981,0.0139263810637518
"77","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RM_leg.th_ta",0.818168475328755,0.823267717812695,-0.0143482475886283,0.0140979070975097
"78","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RH_leg.yaw",0.818156616915053,0.823256191953687,0.1666358815116,0.190006557885078
"79","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RH_leg.pitch",0.818136663250321,0.823236797865052,-0.00704795178673878,0.0211934750417537
"80","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RH_leg.roll",0.812454566791246,0.817714048844296,0.142207003750683,0.166262758091464
"81","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RH_leg.th_fe",0.818302683140481,0.823398161930659,0.104698700288213,0.1298063290763
"82","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RH_leg.th_ti",0.811380614739323,0.816670214462776,0.0401785419862578,0.0670955596186541
"83","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RH_leg.roll_tr",0.818376789619937,0.823470190184631,0.00185568964934313,0.0298474247549361
"84","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RH_leg.th_ta",0.798736300353208,0.80438049439255,-0.017331957867472,0.0111978713203298
"85","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LF_leg.yaw",0.79820936961248,0.803872214133964,0.0601794228611311,0.0865535800566778
"86","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LF_leg.pitch",0.795678889083974,0.801412746406053,-0.0286923147543996,0.000175847398187989
"87","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LF_leg.roll",0.792144991453113,0.797978020440397,-0.0208241842408614,0.0078231747966987
"88","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LF_leg.th_fe",0.804732860304746,0.810212636298932,-0.0201251661271649,0.00850257638564411
"89","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LF_leg.th_ti",0.790618149368596,0.796494026080361,0.116675015505276,0.141463738547223
"90","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LF_leg.roll_tr",0.79859145925103,0.804243581202233,0.0378739689760004,0.0648740834674337
"91","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LF_leg.th_ta",0.800670776674543,0.806264546802088,-0.0141450304116921,0.0143148917285403
"92","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LM_leg.yaw",0.802743611340926,0.808279211570236,-0.00515461079443735,0.023053013464681
"93","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LM_leg.pitch",0.803548403148847,0.809061418529338,0.0565127942863956,0.0829898479717193
"94","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LM_leg.roll",0.800900970599483,0.806488280801688,0.03717300197872,0.0641927876863672
"95","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LM_leg.th_fe",0.802168568968346,0.807720306594833,0.0381046554391562,0.0650982961831635
"96","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LM_leg.th_ti",0.802752785810826,0.808288128577257,-0.018451254250641,0.0101295133224434
"97","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LM_leg.roll_tr",0.800753651235446,0.806345095656627,-0.03606372247862,-0.00698869672802216
"98","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LM_leg.th_ta",0.798625336515289,0.804276507769823,0.0292478060584609,0.0564899963059647
"99","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LH_leg.yaw",0.803613463441128,0.809124653036551,0.0753539576676548,0.101302272339541
"100","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LH_leg.pitch",0.803862841342557,0.809367032653272,-0.0366737571255489,-0.00758161199060869
"101","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LH_leg.roll",0.794099954402769,0.799878121322336,-0.024084305056653,0.0046545426554091
"102","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LH_leg.th_fe",0.801872650029238,0.807432692020204,0.0313569675354363,0.0585399684464885
"103","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LH_leg.th_ti",0.803117416842806,0.808642526979318,-0.0259982507369476,0.00279430797640956
"104","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LH_leg.roll_tr",0.802108427388151,0.807661852766034,0.0447815425556758,0.0715878100130457
"105","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.LH_leg.th_ta",0.789563612016491,0.795469082178931,0.101620682447472,0.126831874794942
"106","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RF_leg.yaw",0.796222157602633,0.801940769196262,-0.0379096763328122,-0.0087828476335341
"107","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RF_leg.pitch",0.801753571916799,0.80731695559333,0.0160278090231926,0.0436409916584076
"108","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RF_leg.roll",0.797628267850896,0.803307419814012,0.0124873257469172,0.0401998648601113
"109","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RF_leg.th_fe",0.803498674402221,0.809013085319065,-0.0191213605562057,0.00947821219040923
"110","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RF_leg.th_ti",0.801117540071444,0.806698772690931,0.0283082457708278,0.0555768028710305
"111","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RF_leg.roll_tr",0.795081876659264,0.800832487923446,-0.00160438272660879,0.0265036115867321
"112","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RF_leg.th_ta",0.803458891002294,0.80897441835952,-0.0148032093728168,0.0136751832242301
"113","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RM_leg.yaw",0.795735341055031,0.801467614167108,-0.00529704782244389,0.0229145736427994
"114","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RM_leg.pitch",0.804175723115995,0.809671134034711,-0.0291847220534196,-0.000302741489291991
"115","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RM_leg.roll",0.796358871423497,0.802073646421195,0.0619656864322626,0.0882897157657858
"116","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RM_leg.th_fe",0.803450569615099,0.808966330495168,-0.0138099730113814,0.0146405464228875
"117","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RM_leg.th_ti",0.800060200914529,0.805671105611657,-0.00518894326140162,0.0230196444687267
"118","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RM_leg.roll_tr",0.80302246551853,0.808550240271261,-0.011274499283275,0.0171048672263857
"119","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RM_leg.th_ta",0.804301893652592,0.809793763851253,-0.02155950131513,0.00710849290384363
"120","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RH_leg.yaw",0.803939788313834,0.809441820263959,0.160487304406226,0.184046524474223
"121","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RH_leg.pitch",0.802711726059941,0.808248221084953,-0.00777348238991049,0.0205076351857133
"122","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RH_leg.roll",0.799806585672958,0.805424607567146,0.131928962990709,0.156289614953324
"123","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RH_leg.th_fe",0.804023921662277,0.809523592580721,0.0846272537595204,0.110315332196112
"124","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RH_leg.th_ti",0.797323291869024,0.803011002364144,0.028565501388755,0.0558268391321234
"125","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RH_leg.roll_tr",0.804269789821259,0.809762560948794,-0.0156471907230955,0.0128548864977444
"126","iav",0,2,0.809338038745469,0.803833010286711,0,0.00950151618873775,"Angle.RH_leg.th_ta",0.782479680420229,0.788583946746561,-0.0184619055063033,0.0101191609726552
"127","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LF_leg.yaw",0.807723339970221,0.813115503486789,0.0791367751495947,0.104961256831446
"128","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LF_leg.pitch",0.809279162331072,0.8146276947144,-0.033507029924694,-0.0045235906450003
"129","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LF_leg.roll",0.807270607126916,0.81267546698177,-0.0233657680227823,0.00533327198332834
"130","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LF_leg.th_fe",0.818444148860006,0.823535660417284,-0.00953129480056814,0.0187797743422657
"131","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LF_leg.th_ti",0.809691663403956,0.815028627699741,0.117675633657146,0.142419340237213
"132","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LF_leg.roll_tr",0.812648398201767,0.817902444490226,0.0517396680463663,0.0783324680532739
"133","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LF_leg.th_ta",0.815383843610212,0.820561177681335,-0.0187363120031159,0.00983290057699882
"134","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LM_leg.yaw",0.81777035002061,0.822880757441373,-0.0138144463723173,0.0146167385122689
"135","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LM_leg.pitch",0.817775455651014,0.822885719890623,0.0614338384712874,0.0877547773376876
"136","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LM_leg.roll",0.816478334058278,0.821624974484824,0.0428492193988748,0.0696913411530786
"137","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LM_leg.th_fe",0.814590354170828,0.819789940681769,0.0434241051812182,0.0702501049675177
"138","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LM_leg.th_ti",0.816084763204768,0.821242440844032,-0.0136622835108247,0.0147646341526114
"139","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LM_leg.roll_tr",0.813889059656287,0.819108313113258,-0.0328705647703844,-0.00390497437668702
"140","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LM_leg.th_ta",0.812580224921924,0.817836183046548,0.00785703743181709,0.0356804720866019
"141","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LH_leg.yaw",0.817745936712142,0.82285702877425,0.0845187262850609,0.110192277736711
"142","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LH_leg.pitch",0.818288109592309,0.823383997079802,-0.0393693148155945,-0.0102214749336251
"143","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LH_leg.roll",0.812057402751692,0.817328022783963,-0.000656426521866926,0.0274057578060376
"144","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LH_leg.th_fe",0.813890422723289,0.819109637954715,0.0338108425980386,0.0609064345634833
"145","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LH_leg.th_ti",0.817591906606335,0.822707318254174,-0.0282753834234861,0.000561340735448668
"146","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LH_leg.roll_tr",0.817142727126003,0.822270735462415,0.0340623240197302,0.061150863496605
"147","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.LH_leg.th_ta",0.810723424792794,0.816031454603667,0.0968832775287547,0.122210080279316
"148","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RF_leg.yaw",0.811974475285373,0.817247420916905,-0.031305904567992,-0.00238419315397853
"149","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RF_leg.pitch",0.816326243029414,0.821477148662652,0.0295069080102768,0.0567231985517122
"150","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RF_leg.roll",0.81276565020344,0.81801640830307,0.0275819852048161,0.0548522578495511
"151","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RF_leg.th_fe",0.817349274692367,0.822471490655167,-0.0126771758913793,0.0157221156349862
"152","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RF_leg.th_ti",0.81486936714641,0.82006112908006,0.0258482472892438,0.0531671404911186
"153","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RF_leg.roll_tr",0.810934880419147,0.816236980215874,-0.00554409370898012,0.0226551592609707
"154","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RF_leg.th_ta",0.817857889125614,0.822965841619355,-0.0158095411783294,0.0126775936973965
"155","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RM_leg.yaw",0.81008677578606,0.815412659638845,0.00985485913642126,0.0376222673275338
"156","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RM_leg.pitch",0.818234558061407,0.823331947336019,-0.0293428153914572,-0.000476156409891182
"157","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RM_leg.roll",0.814573490485975,0.819773549918311,0.0589178060035793,0.0853093039200316
"158","iav",0,1,0.823347613136076,0.818250675865547,0,0.00949471418962431,"Angle.RM_leg.th_fe",0.818281470234969,0.82337754391511,-0.0038630821603991,0.0242890288988187
